Point Name,DWATT,B1VIB1,B1VIB2,B1RADVIBX,B1RADVIBY,B2VIB1,B2VIB2,B2RADVIBX,B2RADVIBY,TURBAXDISP1,TURBAXDISP2,B1TEMP1,B2TEMP1,ACTTBTEMP1,INACTTBTEMP1,LOTEMP1
Description,GROSS LOAD,TURB BRG 1 VIB 1,TURB BRG 1 VIB 2,TURB BRG 1 RAD VIB X,TURB BRG 1 RAD VIB Y,TURB BRG 2 VIB 1,TURB BRG 2 VIB 2,TURB BRG 2 RAD VIB X,TURB BRG 2 RAD VIB Y,TURB AXIAL POS 1,TURB AXIAL POS 2,TURB BRG 1 TEMP 1,TURB BRG 2 TEMP 1,THRUST BRG ACT TEMP 1,THRUST BRG INACT TEMP 1,LO SUPPLY TEMP 1
Extended Name,,,,,,,,,,,,,,,,
Extended Description,,,,,,,,,,,,,,,,
Units,MW,IN/S,IN/S,MILS,MILS,IN/S,IN/S,MILS,MILS,MILS,MILS,DEGF,DEGF,DEGF,DEGF,DEGF
6/20/2019 15:59,0.083862305,0.003504753,0.003403425,0.062084198,0.076580048,0.002104044,0.001776218,0.070667267,0.077533722,-24.37825203,-24.28181076,108.7562866,107.7146225,93.57540894,92.99927521,91.82015228
6/20/2019 16:59,0.092590332,0.003296137,0.003403425,0.11510849,0.09098053,0.002145767,0.00191927,0.094890594,0.150585175,-24.44109917,-24.25963974,108.7068253,107.8090286,93.4515152,92.85489655,91.53439331
6/20/2019 17:59,0.088378906,0.003367662,0.003349781,0.074481964,0.101661682,0.001955032,0.00191927,0.085830688,0.071811676,-24.45762253,-24.31316376,108.5976715,107.7505798,93.48892975,92.93190002,91.41655731
6/20/2019 18:59,0.078308105,0.003194809,0.003314018,0.077724457,0.083255768,0.001758337,0.001835823,0.095176697,0.06685257,-24.58848953,-24.08063507,108.2794189,107.5022354,93.16664886,92.7957077,91.29965973
6/20/2019 19:59,0.084869385,0.003302097,0.003373623,0.109958649,0.099182129,0.001972914,0.001788139,0.112724304,0.073242188,-24.56374168,-23.92828369,108.632782,107.6731873,93.37656403,92.92410278,90.96658325
6/20/2019 20:59,0.095703125,0.003391504,0.003367662,0.098991394,0.12960434,0.002300739,0.002408028,0.082015991,0.064182281,-24.52213669,-24.1080761,108.0368423,107.0023193,92.84720612,92.26608276,90.88155365
6/20/2019 21:59,0.082000732,0.003421307,0.003570318,0.114250183,0.078392029,0.00193119,0.001746416,0.080394745,0.063610077,-24.54759979,-24.07808304,108.1803589,107.3241425,92.91840363,92.63092041,90.92612457
6/20/2019 22:59,0.086883545,0.003343821,0.003278255,0.087356567,0.140571594,0.002044439,0.001829863,0.108528137,0.09431839,-24.66726303,-24.28095245,108.1385345,107.1585388,92.87618256,92.50390625,90.77264404
6/20/2019 23:59,0.086761475,0.00346899,0.003427267,0.085353851,0.090694427,0.001859665,0.001806021,0.107097626,0.07686615,-24.76599121,-24.09534454,108.0456467,107.0832367,92.85607147,92.23334503,90.6669693
6/21/2019 0:59,0.095062256,0.003570318,0.003385544,0.087833405,0.190830231,0.001949072,0.001770258,0.101089478,0.067424774,-24.72755814,-24.09234047,108.059906,107.2416229,92.87058258,92.42871094,90.93127441
6/21/2019 1:59,0.085693359,0.003272295,0.003248453,0.072956085,0.098609924,0.001895428,0.001758337,0.076580048,0.086307526,-24.65276718,-24.09415245,108.5083542,107.616951,93.25059509,92.76058197,91.35367584
6/21/2019 2:59,0.104003906,0.003522635,0.003343821,0.078296661,0.078392029,0.002640486,0.002330542,0.089931488,0.075149536,-24.72465134,-24.18882751,107.7143173,106.8943634,92.52053833,92.07911682,90.53567505
6/21/2019 3:59,0.100708008,0.003600121,0.003355742,0.099754333,0.107765198,0.001895428,0.001740456,0.127506256,0.098419189,-24.83947372,-24.10309219,107.6180191,106.7145691,92.42321777,92.07221222,90.48406219
6/21/2019 4:59,0.098693848,0.003170967,0.0030756,0.112056732,0.089168549,0.001853704,0.002104044,0.104618073,0.082492828,-24.9022007,-24.07047653,107.8843002,107.0789261,92.61894226,92.20582581,90.78395844
6/21/2019 5:59,0.106964111,0.003540516,0.003665686,0.098705292,0.084495544,0.002098083,0.002264977,0.107479095,0.086212158,-24.82762337,-24.02634621,108.2095108,107.2120743,92.94794464,92.34550476,90.62110138
6/21/2019 6:59,0.084991455,0.003373623,0.003480911,0.081634521,0.077342987,0.00193119,0.001627207,0.11100769,0.078010559,-24.8518219,-24.06511307,107.8014679,106.7576065,92.60882568,92.15836334,90.76647186
6/21/2019 7:59,0.076416016,0.003445148,0.003373623,0.074577332,0.077056885,0.001940131,0.001809001,0.096511841,0.076198578,-24.72493744,-24.25460815,107.858017,106.8106003,92.55499268,92.03156281,90.74328613
6/21/2019 8:59,0.072662354,0.003397465,0.003504753,0.082969666,0.093364716,0.00180006,0.001692772,0.119781494,0.109672546,-24.91319275,-24.14045334,108.030159,107.039917,92.84005737,92.24952698,91.06426239
6/21/2019 9:59,0.071746826,0.003522635,0.003689528,0.142192841,0.109958649,0.002074242,0.001895428,0.1080513,0.067615509,-25.89631081,-24.00038147,107.79776,106.6796341,92.53096008,92.12388611,90.48029327
6/21/2019 10:59,0.088531494,0.003302097,0.003343821,0.094985962,0.087356567,0.001984835,0.001835823,0.066184998,0.092697144,-24.83665848,-24.08294678,107.680603,106.4883804,92.26450348,91.80943298,90.18296051
6/21/2019 11:59,0.077514648,0.003516674,0.003623962,0.069618225,0.066661835,0.001740456,0.001674891,0.074958801,0.077056885,-24.79753494,-24.22268295,107.6542892,106.4835739,92.45962524,91.91155243,90.44483948
6/21/2019 12:59,0.086669922,0.003403425,0.003618002,0.102615356,0.089550018,0.001811981,0.001651049,0.083732605,0.066661835,-24.75354767,-24.2667923,107.9137344,106.5964661,92.50058746,91.85247803,90.73710632
6/21/2019 13:59,0.086761475,0.003373623,0.003534555,0.109672546,0.099468231,0.001776218,0.001972914,0.112533569,0.069046021,-25.0123024,-24.14875031,108.1281433,107.0729599,92.86532593,92.31388855,90.96536255
6/21/2019 14:59,0.086730957,0.003194809,0.003480911,0.102043152,0.06570816,0.001937151,0.001776218,0.135040283,0.089645386,-24.97982979,-24.14519882,107.8518448,106.5212936,92.51196289,91.94153595,90.5535202
6/21/2019 15:59,0.079376221,0.003254414,0.003451109,0.163841248,0.109004974,0.001698732,0.001722574,0.085353851,0.072956085,-24.85628128,-24.03852844,107.5479584,106.2865143,92.20418549,91.59862518,90.23072052
6/21/2019 16:59,0.08706665,0.003373623,0.003236532,0.069236755,0.11177063,0.001764297,0.001674891,0.068187714,0.079727173,-24.82562065,-24.02260208,107.5789871,106.3208008,92.38349152,91.90353394,90.35262299
6/21/2019 17:59,0.085021973,0.003600121,0.003570318,0.109100342,0.094509125,0.00192523,0.001752377,0.09469986,0.111484528,-24.87468719,-24.30112457,107.3426514,106.1170349,92.14403534,91.49585724,90.00875854
6/21/2019 18:59,0.07510376,0.003474951,0.003546476,0.064659119,0.074768066,0.002127886,0.001990795,0.086688995,0.07686615,-24.54104424,-24.29492569,107.3714752,105.9474335,91.95156097,91.59462738,90.07598114
6/21/2019 19:59,0.066192627,0.003504753,0.003522635,0.092887878,0.078201294,0.002425909,0.001704693,0.088882446,0.074005127,-25.03576279,-24.20229912,107.6597595,106.387764,92.46523285,91.99656677,90.62927246
6/21/2019 20:59,0.082092285,0.003606081,0.003618002,0.125312805,0.08392334,0.002580881,0.002467632,0.147724152,0.069999695,-25.01759529,-24.07217026,107.574913,106.3165665,92.45314026,91.65803528,90.58084106
6/21/2019 21:59,0.079650879,0.00320673,0.003343821,0.089263916,0.069999695,0.001943111,0.00180006,0.076961517,0.082206726,-24.92265701,-23.79419708,108.0180054,106.5215302,92.68008423,91.93339539,90.9101944
6/21/2019 22:59,0.076812744,0.00359416,0.003474951,0.079059601,0.097751617,0.002014637,0.00166893,0.071144104,0.089836121,-24.98152161,-24.30019379,107.9266586,106.4197006,92.58757019,92.16604614,90.9107132
6/21/2019 23:59,0.086791992,0.003141165,0.003159046,0.133800507,0.123119354,0.001955032,0.001949072,0.077819824,0.067138672,-24.99287033,-24.29816818,107.8688812,106.6506271,92.67703247,92.01080322,90.71592712
6/22/2019 0:59,0.084533691,0.003534555,0.003546476,0.080108643,0.084018707,0.002253056,0.001960993,0.101470947,0.083255768,-25.05405045,-24.20780563,107.0585861,105.7910538,91.78264618,91.36214447,89.84606171
6/22/2019 1:59,0.080810547,0.003099442,0.003200769,0.112724304,0.07352829,0.00180006,0.001573563,0.075912476,0.063228607,-24.86176491,-24.14650917,107.2936249,106.0409546,92.02063751,91.65768433,89.93473053
6/22/2019 2:59,0.069976807,0.003242493,0.003248453,0.072669983,0.084400177,0.001877546,0.001639128,0.063800812,0.072002411,-24.90305901,-24.36027527,106.9479141,105.5970078,91.67075348,91.17712402,89.79572296
6/22/2019 3:59,0.074981689,0.00321269,0.003188848,0.082969666,0.093746185,0.001752377,0.001960993,0.07276535,0.103855133,-25.00336075,-24.34954643,106.5120239,105.2855148,91.15557861,90.7317276,89.44338989
6/22/2019 4:59,0.072601318,0.003427267,0.003528595,0.110244751,0.132751465,0.00191927,0.001806021,0.072002411,0.075435638,-25.02813339,-25.04942322,106.5036316,105.174614,91.07309723,90.74586487,89.28057861
6/22/2019 5:59,0.059326172,0.003147125,0.003284216,0.095748901,0.115776062,0.002539158,0.001972914,0.130176544,0.094985962,-25.06511307,-24.2670536,107.1726456,105.9628143,91.82421875,91.48886108,89.54295349
6/22/2019 6:59,0.071838379,0.003015995,0.003045797,0.108528137,0.113868713,0.001847744,0.001579523,0.109767914,0.089359283,-25.07707977,-24.11999702,107.0320206,105.4929657,91.68186951,91.36164856,89.76820374
6/22/2019 7:59,0.087188721,0.003147125,0.003278255,0.092601776,0.11844635,0.001823902,0.001657009,0.092220306,0.064182281,-25.05078316,-24.27861786,106.9125595,105.3917084,91.48732758,91.08468628,89.59063721
6/22/2019 8:59,0.081787109,0.003278255,0.003296137,0.070476532,0.088024139,0.001704693,0.001585484,0.069904327,0.089454651,-24.94096756,-24.29659271,107.1990356,105.6516418,91.77749634,91.28516388,89.95572662
6/22/2019 9:59,0.092132568,0.003135204,0.003224611,0.098133087,0.120258331,0.00191927,0.001859665,0.077438354,0.115776062,-24.88532066,-24.38473701,106.9450455,105.3733597,91.5942688,91.01837158,89.81871033
6/22/2019 10:59,0.083496094,0.003403425,0.003409386,0.100517273,0.1039505,0.002020597,0.00191927,0.100135803,0.091171265,-25.14598465,-24.2919445,106.9140701,105.4092865,91.48881531,90.9359436,89.66322327
6/22/2019 11:59,0.089660645,0.003015995,0.002920628,0.106430054,0.154399872,0.001633167,0.001478195,0.078296661,0.073432922,-25.09267426,-24.2790699,107.1585999,105.4761429,91.73648071,90.86701965,89.76412201
6/22/2019 12:59,0.084594727,0.003087521,0.003159046,0.103569031,0.1288414,0.001877546,0.001651049,0.076007843,0.073814392,-24.94104004,-24.29833412,107.2624283,105.8195953,91.84152985,91.14868164,89.66503906
6/22/2019 13:59,0.094573975,0.003236532,0.003308058,0.066184998,0.081157684,0.00180006,0.001776218,0.086402893,0.072097778,-25.11527634,-24.41456223,106.6681595,105.2313843,91.16595459,90.56945038,89.57495117
6/22/2019 14:59,0.083465576,0.002980232,0.002980232,0.121021271,0.09431839,0.001680851,0.001573563,0.108623505,0.082874298,-24.98152161,-24.39370155,107.0884247,105.6320038,91.59141541,91.15686798,89.71156311
6/22/2019 15:59,0.081390381,0.003129244,0.003135204,0.088500977,0.093460083,0.002419949,0.001639128,0.101089478,0.081348419,-25.1847744,-24.29494858,106.9952774,105.3233261,91.42331696,90.89733124,89.68509674
6/22/2019 16:59,0.079742432,0.003242493,0.003284216,0.10175705,0.07276535,0.001722574,0.001871586,0.116920471,0.093078613,-25.14824867,-24.23980331,106.8707962,105.3016891,91.4450531,90.91766357,89.72064972
6/22/2019 17:59,0.085906982,0.003367662,0.003236532,0.094795227,0.165843964,0.001990795,0.001847744,0.073432922,0.079154968,-25.101017,-24.2624054,107.1795273,105.6691589,91.75765991,91.22055817,90.00238037
6/22/2019 18:59,0.081298828,0.003480911,0.003427267,0.194740295,0.119304657,0.001847744,0.001639128,0.09021759,0.176143646,-25.09708405,-24.2348671,107.6414185,106.0745926,92.22527313,91.70250702,90.50302887
6/22/2019 19:59,0.082000732,0.003123283,0.003105402,0.067806244,0.101184845,0.001817942,0.001990795,0.067329407,0.08649826,-25.07183456,-24.23191071,107.6811981,106.0848236,92.19151306,91.51000977,90.13568115
6/22/2019 20:59,0.085174561,0.003236532,0.003373623,0.078678131,0.084590912,0.001716614,0.001811981,0.087833405,0.089073181,-25.07417297,-24.43113327,107.3416595,106.1205521,91.92176819,91.63160706,90.2489624
6/22/2019 21:59,0.082641602,0.003707409,0.003868341,0.112533569,0.131320953,0.001633167,0.001585484,0.084114075,0.084781647,-25.03833771,-24.37467575,107.5467148,106.1279068,92.20330811,91.8613739,90.58729553
6/22/2019 22:59,0.063171387,0.003647804,0.003564358,0.095272064,0.103378296,0.00192523,0.001829863,0.094890594,0.079631805,-25.23267365,-24.26965332,107.2447281,105.822319,91.97151947,91.41876984,90.38317871
6/22/2019 23:59,0.075866699,0.003439188,0.003379583,0.114536285,0.114440918,0.001734495,0.001579523,0.126647949,0.071239471,-25.21321869,-24.26314354,105.3825302,104.2438965,90.0863266,89.63050842,88.08400726
6/23/2019 0:59,0.063293457,0.003832579,0.003993511,0.462341309,0.471973419,0.004959106,0.00462532,0.888633728,0.559043884,-17.49065018,-15.96064758,120.7454071,119.109375,95.73690796,98.50199127,91.20724487
6/23/2019 1:59,40.94561768,0.238960981,0.244379044,3.10716629,3.602600098,0.117689371,0.112402439,1.592731476,1.236152649,-2.930545807,-3.323246002,196.8617249,190.0997314,163.7637024,155.7640381,129.375061
6/23/2019 2:59,40.51971436,0.124466419,0.128155947,1.824474335,1.662635803,0.110781193,0.106406212,1.539993286,1.128864288,-1.551795959,-3.957485199,196.568222,191.492569,163.5435333,156.1001129,128.8563995
6/23/2019 3:59,39.52267456,0.100725889,0.104832649,1.654434204,1.347351074,0.132870674,0.125336647,1.545810699,1.168441772,-1.114940643,-3.581954956,195.3048706,190.9163055,163.7973328,155.4544678,128.633667
6/23/2019 4:59,40.44586182,0.09817481,0.101113319,1.633548737,1.340675354,0.135868788,0.119078159,1.572418213,1.156711578,-1.167915344,-2.945804596,193.9451599,191.3257446,163.738739,155.5968781,128.9292145
6/23/2019 5:59,101.547699,0.073039532,0.072664022,1.163673401,0.995159149,0.083261728,0.076454878,1.509380341,1.10874176,3.284118652,1.774597168,191.5770264,191.1803741,162.0239868,143.9859924,128.5809631
6/23/2019 6:59,109.949707,0.066882372,0.065815449,1.112651825,0.85849762,0.079214573,0.077366829,1.557540894,1.143550873,3.917648315,2.563117981,190.7912903,191.033844,162.4663239,144.0547485,128.9303436
6/23/2019 7:59,109.7243652,0.074112415,0.074583292,1.125526428,0.891208649,0.081896782,0.071847439,1.551246643,1.147174835,4.364181519,3.174495697,189.7983093,190.7070465,162.124115,143.7365112,128.6704407
6/23/2019 8:59,164.264679,0.097262859,0.096893311,1.37720108,1.252365112,0.088965893,0.079613924,1.58290863,1.16186142,7.10320282,6.00566864,190.4333038,191.7245026,169.2394562,143.5559998,128.6891785
6/23/2019 9:59,136.9016113,0.08315444,0.083702803,1.301860809,1.061630249,0.078034401,0.071752071,1.566028595,1.124286652,5.850696564,4.760623932,189.8090363,192.1185303,165.2318726,143.905304,128.8119965
6/23/2019 10:59,177.2657776,0.098675489,0.099223852,1.40171051,1.231098175,0.084966421,0.082021952,1.577281952,1.157188416,7.451820374,6.746887207,190.2145538,192.653656,170.6781769,143.5913391,128.714325
6/23/2019 11:59,176.7993164,0.102901459,0.103670359,1.316070557,1.134109497,0.08520484,0.088995695,1.591587067,1.089382172,7.409049988,6.829093933,189.5395355,192.48526,170.2934875,143.4832458,128.5597076
6/23/2019 12:59,147.7382507,0.082993507,0.085389614,1.266002655,1.062679291,0.072127581,0.07352829,1.554107666,1.091384888,6.198310852,5.720947266,188.8978577,192.0679779,165.8361664,143.5921783,128.5452423
6/23/2019 13:59,107.485199,0.095850229,0.097262859,1.426410675,1.227378845,0.075483322,0.076717138,1.512050629,1.11284256,4.10451889,3.322746277,189.1528625,190.4613342,161.8403015,144.0498047,128.8592987
6/23/2019 14:59,113.7717896,0.096231699,0.096207857,1.456069946,1.249504089,0.075984001,0.068199635,1.474475861,1.082229614,4.611038208,3.766155243,189.5971832,191.4582825,162.500061,143.9906006,128.7452087
6/23/2019 15:59,111.6233521,0.095188618,0.095570087,1.441669464,1.298427582,0.069952011,0.066483021,1.498889923,1.100444794,4.386375427,3.506851196,189.5244141,191.5142517,162.1388397,143.8326874,128.5730896
6/23/2019 16:59,106.6138306,0.097870827,0.099033117,1.445770264,1.286029816,0.073850155,0.069487095,1.484775543,1.09462738,4.017353058,3.083969116,189.8824615,191.3193207,161.6304626,143.6067505,128.4331512
6/23/2019 17:59,145.5504761,0.108897686,0.108987093,1.574516296,1.46818161,0.08571744,0.074857473,1.496124268,1.108169556,6.111789703,5.373527527,190.1900635,192.1422272,166.2598572,144.0507965,128.9550781
6/23/2019 18:59,149.8065186,0.100368261,0.100374222,1.549911499,1.388454437,0.07942915,0.075799227,1.500225067,1.139736176,6.349086761,5.697368622,189.3055267,191.9595337,166.0986023,143.5048981,128.4657288
6/23/2019 19:59,175.6324768,0.119000673,0.118994713,1.590919495,1.433563232,0.093531609,0.085574389,1.533126831,1.137161255,7.408977509,6.825565338,189.4323883,192.30513,169.8265228,143.6116638,128.8504333
6/23/2019 20:59,124.9069519,0.094842911,0.094258785,1.503753662,1.218986511,0.078320503,0.073742867,1.515579224,1.133441925,5.260635376,4.680107117,188.5301666,191.3990631,163.1662598,143.6303101,128.5838318
6/23/2019 21:59,0.080932617,0.003546476,0.003629923,0.117683411,0.103855133,0.002229214,0.002086163,0.077438354,0.075435638,-22.23312759,-23.01702499,112.3487701,111.7828674,97.35990906,97.48664093,95.63352966
6/23/2019 22:59,0.079345703,0.003612041,0.003701448,0.089359283,0.074672699,0.002002716,0.001972914,0.123023987,0.077819824,-22.56410217,-22.90584946,114.5426178,113.870842,99.94425964,99.41149139,97.95294952
6/23/2019 23:59,0.082733154,0.005990267,0.006395578,0.556182861,0.652694702,0.007683039,0.007462502,1.015853882,0.69770813,-15.22431183,-14.40534592,128.0628815,129.4285431,103.8781128,108.1385803,99.115242
6/24/2019 0:59,98.84466553,0.139814615,0.139802694,1.893520355,2.101802826,0.067347288,0.060933828,1.53875351,1.048755646,2.602268219,2.0389328,191.3672638,193.2991638,162.0309601,144.2477722,129.0488892
6/24/2019 1:59,100.6253967,0.117814541,0.11806488,1.732826233,1.738166809,0.080770254,0.065892935,1.443386078,1.059436798,3.286529541,2.008914948,189.7838745,192.5346985,161.3156738,144.2884674,128.8885803
6/24/2019 2:59,109.5823975,0.115615129,0.116086006,1.686763763,1.62153244,0.067025423,0.063151121,1.382827759,1.061248779,3.845096588,2.811073303,189.1135406,191.9231567,161.9455566,143.740387,128.5638123
6/24/2019 3:59,156.0047302,0.125586987,0.126129389,1.781272888,1.820850372,0.069737434,0.077098608,1.406097412,1.087284088,6.569122314,5.716228485,189.1295319,192.2308655,167.0036926,143.6485138,128.6235504
6/24/2019 4:59,160.2799072,0.131446123,0.130015612,1.764583588,1.77230835,0.07507205,0.077432394,1.376819611,1.105976105,6.876419067,6.02243042,188.6780396,192.5148773,167.4180603,143.6092529,128.7790375
6/24/2019 5:59,159.0849304,0.12087822,0.12088418,1.736927032,1.641178131,0.077813864,0.080943108,1.353263855,1.086807251,6.636451721,6.015037537,189.4531097,192.508728,167.9023895,144.0578461,129.1820526
6/24/2019 6:59,159.9378662,0.12974143,0.1303792,1.759338379,1.727771759,0.066906214,0.069504976,1.37424469,1.114559174,6.826377869,6.089092255,188.3013611,191.9339905,167.5468292,143.3925171,128.6183929
6/24/2019 7:59,166.9641418,0.133508444,0.131934881,1.801872253,1.818084717,0.075703859,0.076055527,1.383781433,1.10912323,7.106445313,6.426334381,189.1907196,192.3711395,169.2977142,143.9359741,129.0521545
6/24/2019 8:59,177.7732239,0.140488148,0.142592192,1.833343506,1.828861237,0.083124638,0.082576275,1.335525513,1.110076904,7.503128052,6.803821564,189.138031,192.8082733,170.4696503,143.9657898,129.0693207
6/24/2019 9:59,176.125885,0.140935183,0.142252445,1.808071136,1.803874969,0.079780817,0.077271461,1.36013031,1.126480103,7.527565002,6.804252625,188.1960297,190.7052612,169.2426758,143.2109985,128.397171
6/24/2019 10:59,128.1991272,0.119948387,0.120651722,1.725196838,1.633548737,0.075006485,0.070828199,1.31072998,1.08499527,5.509353638,4.750179291,187.9759979,191.3492889,163.1186218,143.1815796,128.260437
6/24/2019 11:59,107.3468933,0.123548508,0.122487545,1.646614075,1.65605545,0.072157383,0.065654516,1.336956024,1.04637146,4.194114685,3.137969971,189.0616608,191.7605591,162.0380096,144.224472,129.0926361
6/24/2019 12:59,0.090393066,0.003635883,0.0038445,0.109100342,0.089931488,0.002473593,0.002449751,0.154972076,0.100517273,-21.96140289,-22.67110443,111.2948685,110.6872864,96.58861542,96.9517746,93.97796631
6/24/2019 13:59,0.093566895,0.003409386,0.003522635,0.117683411,0.109672546,0.00191927,0.001907349,0.094604492,0.102424622,-22.3839283,-23.1979599,115.2206268,114.1240616,100.2575912,99.92444611,98.41824341
6/24/2019 14:59,0.080566406,0.00423193,0.004321337,0.090408325,0.131034851,0.002026558,0.00191927,0.078678131,0.075626373,-22.19400406,-22.85556793,115.050293,114.0622787,100.2330704,99.81536102,98.30774689
6/24/2019 15:59,0.094299316,0.003862381,0.003910065,0.087547302,0.13923645,0.001895428,0.001859665,0.087547302,0.069522858,-22.16777802,-22.36452103,113.5463562,112.2599258,98.79402161,98.35653687,96.61398315
6/24/2019 16:59,0.088653564,0.003629923,0.003862381,0.111579895,0.113391876,0.002002716,0.001949072,0.12960434,0.081539154,-22.49054909,-22.43344879,111.2528,110.1412048,96.47210693,96.02388763,94.35084534
6/24/2019 17:59,0.094482422,0.003772974,0.003689528,0.239467621,0.133705139,0.002020597,0.001811981,0.092601776,0.067806244,-22.59476089,-22.50578308,109.9418411,108.4560699,94.92353058,94.49243164,93.10385132
6/24/2019 18:59,0.090362549,0.003916025,0.00398159,0.067234039,0.077533722,0.002396107,0.002473593,0.082588196,0.075435638,-22.82483673,-22.8682518,108.902153,107.5250473,93.87102509,93.38733673,91.46733093
6/24/2019 19:59,0.082244873,0.003665686,0.003647804,0.081253052,0.101184845,0.002092123,0.001871586,0.122642517,0.101089478,-23.09620285,-22.96156883,107.8281479,106.5303192,92.7837677,92.55355072,90.7279129
6/24/2019 20:59,0.084381104,0.003600121,0.003761053,0.106716156,0.144672394,0.002425909,0.002253056,0.09727478,0.066375732,-23.27332497,-22.99089432,107.6977234,106.4552307,92.65163422,92.31336212,90.63517761
6/24/2019 21:59,0.085021973,0.003433228,0.003474951,0.113391876,0.111961365,0.001770258,0.001639128,0.074672699,0.067424774,-23.39429855,-22.98042679,107.2669678,106.1935272,92.36338806,92.12133789,90.30769348
6/24/2019 22:59,0.086883545,0.003623962,0.003623962,0.130081177,0.124931335,0.001883507,0.001937151,0.096225739,0.060367584,-23.54259491,-23.30241203,108.2781296,106.8475266,93.1653595,92.48117065,91.40386963
6/24/2019 23:59,0.090393066,0.003308058,0.003391504,0.09469986,0.084209442,0.002092123,0.002068281,0.086784363,0.067043304,-23.84350204,-23.33235741,107.5867462,106.0846939,92.53951263,92.05644226,90.45361328
6/25/2019 0:59,0.096832275,0.003683567,0.003498793,0.088024139,0.07314682,0.003564358,0.002884865,0.10509491,0.073623657,-24.00228882,-23.26300049,107.3072739,105.9805145,92.25649261,91.90015411,90.15366364
6/25/2019 1:59,0.088043213,0.003796816,0.003683567,0.116634369,0.078296661,0.002068281,0.001990795,0.063610077,0.05941391,-24.02374649,-23.40240479,107.765892,106.3964539,92.72058868,92.31011963,90.73866272
6/25/2019 2:59,0.091461182,0.003570318,0.00372529,0.052547455,0.077342987,0.001913309,0.001710653,0.077915192,0.07314682,-24.11327362,-23.62937927,107.5134277,106.0852356,92.39122009,91.77197266,90.58854675
6/25/2019 3:59,0.095123291,0.003534555,0.003612041,0.081729889,0.088882446,0.001937151,0.0017941,0.077629089,0.087070465,-24.19342995,-23.67687225,107.4244003,106.0933685,92.375,92.00124359,90.58078003
6/25/2019 4:59,0.096191406,0.00371933,0.003498793,0.112438202,0.131320953,0.002598763,0.002348423,0.100517273,0.070476532,-24.32327271,-23.68972397,107.4059601,105.9298553,92.35633087,91.68888092,90.38414764
6/25/2019 5:59,0.082702637,0.003528595,0.003767014,0.128364563,0.118350983,0.003069639,0.002503395,0.086593628,0.071620941,-24.58641434,-23.57988358,107.7402191,106.264328,92.84266663,92.38119507,90.60595703
6/25/2019 6:59,0.0809021,0.003367662,0.003480911,0.092983246,0.058364868,0.002348423,0.001716614,0.10509491,0.079631805,-24.4907856,-23.64814377,107.7367706,106.451355,92.69107819,92.24186707,90.46118164
6/25/2019 7:59,0.077209473,0.003778934,0.003653765,0.080871582,0.074005127,0.001859665,0.001728535,0.095939636,0.073337555,-24.31125641,-23.6301899,107.5245209,106.2649841,92.40226746,91.91012573,90.5615387
6/25/2019 8:59,0.078216553,0.003367662,0.003415346,0.101089478,0.103569031,0.001835823,0.001835823,0.092601776,0.074386597,-24.45509338,-23.95019531,107.1070099,105.9003372,91.97968292,91.7322998,90.043396
6/25/2019 9:59,0.082489014,0.00320673,0.003415346,0.082015991,0.084972382,0.002133846,0.002044439,0.096893311,0.074195862,-24.68762398,-23.89273643,107.3451996,105.9564667,92.29444122,91.92755127,90.33878326
6/25/2019 10:59,0.080169678,0.003635883,0.003606081,0.112438202,0.114345551,0.00218749,0.001853704,0.113105774,0.083255768,-24.73154068,-23.86209869,107.0561142,105.5058289,91.78025818,91.27228546,89.85079956
6/25/2019 11:59,0.079742432,0.00320673,0.003373623,0.126075745,0.081062317,0.001937151,0.001716614,0.07352829,0.069999695,-24.53589439,-23.82388115,106.6170273,105.2926559,91.48386383,90.96781921,89.48782349
6/25/2019 12:59,0.08706665,0.003433228,0.003641844,0.071334839,0.103187561,0.00180006,0.001680851,0.095272064,0.071907043,-24.43621063,-24.03695679,107.9158707,106.7702484,92.57669067,92.06361389,90.7191391
6/25/2019 13:59,0.07409668,0.003439188,0.003534555,0.111484528,0.137901306,0.002008677,0.001692772,0.08430481,0.068950653,-24.61645508,-24.8568058,107.9583282,107.1441116,92.84132385,92.50291443,90.78812408
6/25/2019 14:59,0.083557129,0.003391504,0.003302097,0.095939636,0.083255768,0.00217557,0.002133846,0.103092194,0.072383881,-24.66406822,-23.97627831,107.9431381,107.0815735,92.75227356,92.26203918,91.03256989
6/25/2019 15:59,0.082672119,0.003296137,0.003147125,0.085258484,0.093269348,0.001764297,0.001734495,0.079059601,0.079441071,-24.58586693,-23.91300201,108.1959839,107.3084335,93.08197021,92.61335754,91.08729553
6/25/2019 16:59,0.086975098,0.003379583,0.003409386,0.085735321,0.069904327,0.002121925,0.001853704,0.081825256,0.063323975,-24.47683716,-24.00219345,108.2393723,107.5119171,93.12581635,92.64321136,91.30728149
6/25/2019 17:59,0.083862305,0.003433228,0.003260374,0.071334839,0.090885162,0.002211332,0.001770258,0.080776215,0.073242188,-24.5973587,-24.13427734,108.1713562,106.9610443,93.05708313,92.6266861,91.00322723
6/25/2019 18:59,0.077209473,0.00308156,0.003230572,0.071907043,0.078296661,0.001996756,0.001752377,0.125980377,0.067806244,-24.59266281,-24.10306931,107.9355011,107.0415955,92.67047882,92.32848358,90.70949554
