TS,DEMO.SIM.06G31_1FD Fan Damper Position,DEMO.SIM.06I03_1FD Fan Motor Current,DEMO.SIM.06GP34_1FD Fan Outlet Pressure,DEMO.SIM.06T31_1FD Fan Inlet Temperature,DEMO.SIM.06T32-1_1FD Fan Bearing Temperature,DEMO.SIM.06T33-1_1FD Fan Winding Temperature,DEMO.SIM.06T34_1FD Fan Outlet Termperature,DEMO.SIM.FSAA_1FD Fan Left Inlet Flow,DEMO.SIM.FSAB_1FD Fan Right Inlet Flow
12/31/2012 18:00,0.64,0.19,0.01,3.6,27.49,31.18,-0.47,-54.47,97.43
12/31/2012 18:30,0.64,0.19,0.0,3.18,23.27,30.61,-2.46,-55.74,96.45
12/31/2012 19:00,0.64,0.18,0.0,2.9,19.12,29.97,-3.04,-56.65,97.34
12/31/2012 19:30,0.64,0.18,-0.01,2.31,16.85,29.28,-3.29,-55.93,93.69
12/31/2012 20:00,0.64,0.18,-0.01,1.96,13.76,28.54,-3.54,-56.12,90.92
12/31/2012 20:30,0.64,0.17,-0.01,1.77,12.02,28.03,-3.32,-55.77,83.01
12/31/2012 21:00,0.65,0.17,-0.02,1.51,10.1,27.33,-3.56,-54.46,54.58
12/31/2012 21:30,0.65,0.16,-0.02,1.67,8.96,27.06,-3.9,-55.07,82.98
12/31/2012 22:00,0.65,0.16,-0.03,1.86,7.32,26.26,-4.15,-55.34,90.42
12/31/2012 22:30,0.65,0.15,-0.03,1.73,5.83,25.86,-4.4,-55.35,83.25
12/31/2012 23:00,0.65,0.15,-0.03,1.16,4.14,25.11,-4.6,-55.15,92.64
12/31/2012 23:30,0.65,0.14,-0.03,0.91,3.49,24.61,-5.05,-56.64,91.33
01-01-2013 00:00,0.65,0.14,-0.03,1.32,2.19,24.08,-5.2,-59.96,83.4
01-01-2013 00:30,0.65,0.13,-0.03,1.48,1.27,23.69,-5.57,-59.34,90.25
01-01-2013 01:00,0.65,0.13,-0.03,1.0,0.12,23.23,-5.86,-57.05,93.56
01-01-2013 01:30,0.64,0.14,-0.03,0.7,-0.63,22.77,-6.14,-57.83,90.55
01-01-2013 02:00,0.64,0.14,-0.03,0.46,-1.36,22.23,-6.42,-58.08,92.92
