TS,DEMO.SIM.06G31_1FD Fan Damper Position,DEMO.SIM.06I03_1FD Fan Motor Current,DEMO.SIM.06GP34_1FD Fan Outlet Pressure,DEMO.SIM.06T31_1FD Fan Inlet Temperature,DEMO.SIM.06T32-1_1FD Fan Bearing Temperature,DEMO.SIM.06T33-1_1FD Fan Winding Temperature,DEMO.SIM.06T34_1FD Fan Outlet Termperature,DEMO.SIM.FSAA_1FD Fan Left Inlet Flow,DEMO.SIM.FSAB_1FD Fan Right Inlet Flow
5/21/2012 14:00,33.0,35.4,0.54,39.73,62.55,47.71,39.35,240.1,261.59
5/21/2012 14:30,32.48,35.25,0.54,40.05,62.78,47.15,38.64,231.28,261.92
5/21/2012 15:00,33.22,35.47,0.41,38.89,61.97,46.97,38.26,244.07,270.54
5/21/2012 15:30,31.44,35.18,0.71,39.26,62.16,46.65,38.4,231.07,255.21
5/21/2012 16:00,34.92,35.99,0.47,39.42,62.11,46.49,38.73,255.15,284.9
5/21/2012 16:30,31.86,35.14,0.43,39.12,61.97,46.22,37.78,228.0,256.15
5/21/2012 17:00,36.75,36.48,0.66,39.25,62.54,46.22,38.46,266.16,293.08
5/21/2012 17:30,34.7,35.84,0.6,38.86,61.83,46.09,38.29,252.29,280.35
5/21/2012 18:00,34.0,35.73,0.53,38.98,61.29,46.01,38.18,248.04,274.63
5/21/2012 18:30,31.72,34.71,0.44,39.2,62.41,46.03,37.73,222.69,253.73
5/21/2012 19:00,30.78,34.98,0.54,39.09,61.97,46.05,37.97,224.16,253.27
5/21/2012 19:30,30.73,34.71,0.36,38.86,62.64,46.13,37.87,222.99,249.6
5/21/2012 20:00,32.03,35.11,0.45,38.97,62.19,46.02,37.83,227.09,256.77
5/21/2012 20:30,33.39,35.44,0.72,39.12,62.03,46.1,38.15,241.84,271.98
5/21/2012 21:00,31.63,35.0,0.55,39.51,61.59,46.32,38.63,227.42,258.13
5/21/2012 21:30,33.85,35.9,0.53,39.57,62.25,46.17,38.57,241.71,274.81
5/21/2012 22:00,35.44,36.14,0.72,39.69,61.84,46.43,39.23,254.89,283.02
5/21/2012 22:30,36.08,36.7,0.95,40.05,62.23,46.93,39.54,259.48,290.52
5/21/2012 23:00,38.7,37.15,0.65,40.3,62.15,47.38,40.08,284.63,307.02
5/21/2012 23:30,38.04,36.54,0.57,40.79,62.3,47.84,40.69,272.43,292.85
5/22/2012 0:00,35.4,35.85,0.77,41.4,62.71,48.27,40.92,258.28,278.53
5/22/2012 0:30,33.26,35.35,0.41,41.28,62.84,48.52,41.64,247.89,264.4
5/22/2012 1:00,37.27,37.11,0.84,42.02,63.19,48.55,42.08,279.13,297.39
5/22/2012 1:30,31.57,35.04,0.36,42.29,63.49,48.62,41.76,223.3,243.67
5/22/2012 2:00,35.67,36.07,0.51,42.65,63.39,48.99,42.31,245.61,276.24
5/22/2012 2:30,33.68,35.57,0.68,42.39,63.42,49.14,42.53,251.35,270.01
5/22/2012 3:00,36.2,36.2,0.59,42.11,63.42,49.47,42.43,267.35,286.15
5/22/2012 3:30,35.91,35.98,0.56,42.76,62.97,49.66,43.15,259.64,280.73
5/22/2012 4:00,38.89,37.79,1.12,43.43,63.11,49.95,43.76,280.14,305.2
5/22/2012 4:30,36.22,36.27,0.6,43.85,63.79,50.22,43.97,258.92,285.8
5/22/2012 5:00,36.77,36.74,0.68,44.62,64.49,50.27,44.3,262.59,291.27
5/22/2012 5:30,35.12,36.44,0.68,44.27,63.65,50.62,44.56,255.05,282.16
5/22/2012 6:00,36.59,36.66,0.67,44.12,64.24,50.76,44.5,257.51,287.96
5/22/2012 6:30,35.49,36.49,0.66,44.41,63.91,50.78,44.29,257.17,286.28
5/22/2012 7:00,35.23,36.53,0.78,43.53,63.57,50.92,43.94,257.7,286.23
5/22/2012 7:30,35.94,36.19,0.93,43.39,63.79,50.7,43.92,255.13,282.9
5/22/2012 8:00,34.31,35.95,0.69,43.34,64.32,50.82,43.66,248.59,276.73
5/22/2012 8:30,35.98,36.53,0.69,43.24,64.04,50.68,43.7,260.95,287.79
5/22/2012 9:00,31.13,35.4,0.51,42.79,62.85,50.63,43.31,233.83,260.58
5/22/2012 9:30,37.85,37.42,0.69,42.6,64.54,50.29,42.58,272.96,302.7
5/22/2012 10:00,33.13,35.61,0.7,42.27,63.77,50.22,42.28,239.08,268.14
5/22/2012 10:30,30.27,34.93,0.46,42.57,63.93,49.76,41.92,222.52,249.45
5/22/2012 11:00,26.26,34.43,0.49,42.43,64.13,49.08,41.72,198.61,223.49
5/22/2012 11:30,30.92,35.16,0.53,42.07,62.79,48.79,41.27,227.97,254.77
5/22/2012 12:00,28.8,35.07,0.41,42.29,63.24,48.24,41.37,231.26,258.63
5/22/2012 12:30,30.2,34.99,0.54,41.6,63.23,47.92,40.65,224.24,251.02
5/22/2012 13:00,30.61,34.98,0.39,41.46,62.31,47.62,40.55,229.88,255.44
5/22/2012 13:30,36.29,36.7,0.82,40.95,62.7,46.99,40.46,275.32,304.7
5/22/2012 14:00,37.71,37.56,0.86,40.35,62.32,46.66,39.67,286.04,307.65
5/22/2012 14:30,32.76,35.94,0.77,40.06,62.32,46.35,38.98,245.87,274.54
5/22/2012 15:00,33.47,35.72,0.85,39.73,62.12,45.87,38.79,251.33,279.15
5/22/2012 15:30,32.9,35.36,0.59,39.19,61.59,45.52,38.5,238.48,268.79
5/22/2012 16:00,35.4,36.44,0.65,38.54,61.87,45.08,38.3,257.53,288.63
5/22/2012 16:30,32.29,35.31,0.53,38.83,61.82,44.77,37.68,233.64,262.74
5/22/2012 17:00,32.7,35.44,0.54,38.29,62.32,44.6,37.39,240.24,269.64
5/22/2012 17:30,33.39,35.61,0.54,37.93,61.28,44.26,37.06,242.02,270.13
5/22/2012 18:00,33.65,35.7,0.54,38.02,61.08,44.28,37.02,243.94,270.02
5/22/2012 18:30,33.94,35.73,0.54,37.73,61.33,43.92,36.85,247.83,275.9
5/22/2012 19:00,32.76,35.53,0.54,37.02,60.9,43.68,36.22,239.63,268.93
5/22/2012 19:30,34.0,35.59,0.54,36.9,61.21,43.5,36.24,247.46,276.06
5/22/2012 20:00,35.01,36.05,0.65,36.75,61.48,43.49,36.03,254.44,285.3
5/22/2012 20:30,36.2,36.72,0.62,37.19,61.8,43.47,36.28,263.14,287.74
5/22/2012 21:00,35.74,36.24,0.9,37.58,61.1,43.79,36.73,259.01,285.28
5/22/2012 21:30,35.4,36.37,0.66,37.41,62.23,44.03,37.09,256.88,286.06
5/22/2012 22:00,34.37,36.18,0.78,37.85,61.8,44.14,37.21,258.63,284.7
5/22/2012 22:30,41.18,39.36,1.26,38.33,61.36,44.6,37.97,301.01,327.65
5/22/2012 23:00,36.08,36.59,0.68,38.36,61.97,45.13,38.18,266.14,302.3
5/22/2012 23:30,37.79,37.41,0.66,38.89,61.92,45.66,38.8,277.6,314.37
5/23/2012 0:00,38.11,37.46,0.57,39.29,62.45,46.09,39.39,280.4,316.31
5/23/2012 0:30,42.53,39.27,1.11,39.8,62.34,46.51,39.73,302.03,345.99
5/23/2012 1:00,39.36,37.91,0.83,40.43,62.2,47.13,40.35,284.58,317.3
5/23/2012 1:30,37.64,36.96,0.54,40.79,63.0,47.42,40.24,280.04,312.9
5/23/2012 2:00,35.56,35.95,0.38,41.04,62.41,47.82,40.85,250.88,280.05
5/23/2012 2:30,33.71,35.41,0.62,41.45,62.89,48.11,41.35,259.82,287.43
5/23/2012 3:00,36.03,35.93,0.45,41.76,62.17,48.54,41.66,262.81,293.5
5/23/2012 3:30,34.55,35.74,0.46,41.91,62.89,48.4,41.79,246.03,272.49
5/23/2012 4:00,36.48,36.64,0.73,41.99,62.93,48.64,42.2,275.84,301.75
5/23/2012 4:30,35.32,36.38,0.88,42.48,63.93,48.94,42.74,255.73,283.86
5/23/2012 5:00,34.69,35.9,0.73,42.78,63.32,49.1,43.14,254.45,281.09
5/23/2012 5:30,36.0,36.41,0.82,43.6,62.92,49.42,43.36,261.34,286.39
5/23/2012 6:00,36.52,36.55,0.99,43.47,64.04,49.53,43.73,265.23,292.85
5/23/2012 6:30,36.4,36.76,0.94,43.72,63.02,49.61,43.68,268.04,293.35
5/23/2012 7:00,36.97,36.53,0.72,43.09,63.33,49.7,43.5,267.04,295.7
5/23/2012 7:30,34.88,36.37,0.79,43.37,63.69,50.01,43.69,255.89,285.57
5/23/2012 8:00,44.75,40.06,0.92,43.33,64.0,50.11,43.73,349.3,350.03
5/23/2012 8:30,42.44,38.52,0.76,43.3,64.75,50.33,43.89,330.55,334.81
5/23/2012 9:00,38.07,36.73,0.77,43.32,64.14,50.29,43.82,276.51,302.2
5/23/2012 9:30,43.07,38.81,0.99,43.9,63.55,50.23,43.92,304.48,321.9
5/23/2012 10:00,35.43,36.57,0.71,43.66,63.83,49.99,43.75,264.34,288.72
5/23/2012 10:30,35.42,36.42,0.73,43.13,63.25,49.63,43.29,257.19,286.45
5/23/2012 11:00,35.82,36.28,0.5,42.94,63.79,49.34,42.98,258.01,286.01
