Ts,DWATT,B1VIB1,B1VIB2,B1RADVIBX,B1RADVIBY,B2VIB1,B2VIB2,B2RADVIBX,B2RADVIBY,TURBAXDISP1,TURBAXDISP2,B1TEMP1,B2TEMP1,ACTTBTEMP1,INACTTBTEMP1,LOTEMP1
7/19/2019 22:59,0.048248291,0.002944469,0.003170967,0.069141388,0.077724457,0.001782179,0.001937151,0.082492828,0.077056885,-24.58898926,-24.12891388,106.9271851,105.5993881,91.72338867,91.04471588,89.84315491
7/19/2019 23:59,0.046905518,0.003182888,0.003236532,0.089168549,0.088214874,0.002324581,0.002151728,0.117969513,0.083827972,-25.12986755,-24.02331924,106.4672318,105.0948257,91.18376923,90.58611298,89.42080688
7/20/2019 0:59,0.051849365,0.003546476,0.0035882,0.105190277,0.100326538,0.001585484,0.001549721,0.107860565,0.094604492,-25.11987686,-24.01595116,105.7910538,104.5968399,90.57329559,90.0816803,88.80753326
7/20/2019 1:59,0.050964355,0.003153086,0.003242493,0.123882294,0.104904175,0.001746416,0.001680851,0.077056885,0.077724457,-25.12192726,-23.98727036,107.3550797,105.8074265,92.15666199,91.24627686,90.24748993
7/20/2019 2:59,0.058532715,0.00333786,0.003230572,0.098609924,0.080966949,0.002008677,0.001817942,0.094223022,0.078678131,-25.11594391,-23.91710281,107.2314224,105.8416443,91.88372803,91.32489014,90.29811096
7/20/2019 3:59,0.047637939,0.003021955,0.003176928,0.105667114,0.120449066,0.001710653,0.001531839,0.124359131,0.087833405,-25.14603043,-23.91989136,106.7940445,105.4790649,91.58865356,90.98313141,89.79483032
7/20/2019 4:59,0.056732178,0.003093481,0.003015995,0.103092194,0.132083893,0.001835823,0.001710653,0.081634521,0.05941391,-24.99148941,-24.04317856,105.9506226,104.3675003,90.51327515,89.85738373,88.93850708
7/20/2019 5:59,0.055847168,0.003254414,0.003290176,0.105571747,0.089740753,0.00205636,0.001728535,0.098514557,0.113296509,-25.0087738,-24.15394783,104.2184677,102.7898865,88.83356476,88.30577087,86.82141113
7/20/2019 6:59,0.054626465,0.002849102,0.002872944,0.100421906,0.10137558,0.001621246,0.001609325,0.087356567,0.075626373,-25.11474991,-24.19264221,105.1229324,103.7733307,89.67539978,88.99011993,88.24803162
7/20/2019 7:59,0.061157227,0.002944469,0.002849102,0.089454651,0.084877014,0.002449751,0.002193451,0.126075745,0.085258484,-25.15428162,-24.08280373,104.8475647,103.4408875,89.54458618,89.02977753,87.71364594
7/20/2019 8:59,0.065704346,0.003170967,0.003278255,0.133895874,0.120639801,0.001746416,0.001698732,0.090408325,0.077152252,-25.1355896,-24.02703857,105.4944077,103.714386,90.05143738,89.71139526,88.26074219
7/20/2019 9:59,0.055664063,0.003021955,0.003004074,0.101184845,0.304794312,0.001972914,0.001835823,0.070667267,0.092411041,-25.09260178,-24.02641678,105.0607605,103.5092239,89.68643188,88.98728943,87.91597748
7/20/2019 10:59,0.049713135,0.003385544,0.003421307,0.099658966,0.291633606,0.002247095,0.002038479,0.078964233,0.088119507,-25.10490417,-24.02696609,106.0729065,104.4983521,90.78495789,90.20751953,89.17464447
7/20/2019 11:59,0.054443359,0.003033876,0.002980232,0.210666656,0.135612488,0.002026558,0.002014637,0.084877014,0.072097778,-25.04632568,-24.04184341,106.4040527,104.8048019,91.04627228,90.16496277,89.52630615
7/20/2019 12:59,0.051635742,0.003272295,0.003182888,0.107002258,0.143909454,0.001859665,0.001704693,0.075435638,0.069236755,-25.18608475,-25.02410507,106.408989,105.1576004,91.05127716,90.55589294,89.42411041
7/20/2019 13:59,0.050354004,0.003451109,0.003278255,0.102901459,0.123786926,0.001889467,0.001698732,0.08354187,0.069141388,-25.20429993,-24.90112686,104.6726837,103.1540298,89.21964264,88.66843414,87.53288269
7/20/2019 14:59,0.070037842,0.003236532,0.003105402,0.121974945,0.099658966,0.001913309,0.001746416,0.086593628,0.088310242,-25.22730827,-24.08111191,105.0561523,103.713707,89.90325928,89.51467133,88.08473206
7/20/2019 15:59,0.067504883,0.003194809,0.003302097,0.095272064,0.087165833,0.001764297,0.001680851,0.09431839,0.075817108,-25.2497673,-24.03161621,105.4330444,103.7552261,90.06336212,89.45936584,88.56834412
7/20/2019 16:59,0.067749023,0.003188848,0.003457069,0.055503845,0.072288513,0.001895428,0.001674891,0.07314682,0.08020401,-25.06225204,-24.22211075,105.3410721,103.6328201,90.04398346,89.41419983,88.14713287
7/20/2019 17:59,0.059448242,0.003540516,0.003749132,0.158023834,0.112342834,0.001806021,0.001782179,0.098133087,0.06980896,-25.14333725,-24.07748795,105.8329697,104.1793823,90.6158371,90.01786041,88.55097961
7/20/2019 18:59,0.059051514,0.003111362,0.0033319,0.071334839,0.089168549,0.001895428,0.001746416,0.101947784,0.061321259,-24.81856346,-24.2477417,105.58255,103.8154678,90.21472168,89.79024506,88.36167908
7/20/2019 19:59,0.047149658,0.003451109,0.003486872,0.1080513,0.111865997,0.001770258,0.001728535,0.115680695,0.088977814,-25.29683113,-24.16598892,106.8112793,105.2756805,91.53262329,90.8313446,89.88136292
7/20/2019 20:59,0.047363281,0.003534555,0.003707409,0.146770477,0.108242035,0.002390146,0.00218749,0.087833405,0.086212158,-25.29997826,-24.1341362,106.3108063,104.8015366,91.0258255,90.42029572,89.19857025
7/20/2019 21:59,0.058135986,0.003200769,0.003355742,0.086116791,0.081634521,0.001955032,0.00180006,0.083255768,0.068664551,-25.02131462,-24.14453125,105.2062607,103.6376724,89.90775299,89.68231964,87.73834229
7/20/2019 22:59,0.070007324,0.005191565,0.005269051,0.577354431,0.559329987,0.006449223,0.005936623,0.961685181,0.603675842,-16.89756012,-15.19596481,121.4696198,120.050293,93.95683289,97.53476715,88.68519592
7/20/2019 23:59,16.61016846,0.28296113,0.290083885,3.284454346,4.046630859,0.110608339,0.108504295,1.47895813,1.305866241,-4.019546509,-4.844474792,193.9559326,191.4202423,163.4607544,157.8338776,128.8448792
7/21/2019 0:59,19.59356689,0.169950724,0.174683332,2.128601074,2.14214325,0.12011528,0.105297565,1.400470734,1.191711426,-3.446769714,-4.961086273,193.6799469,190.6631927,164.267334,158.1375885,129.0935822
7/21/2019 1:59,29.83425903,0.144928694,0.149285793,1.979923248,1.893901825,0.124686956,0.119715929,1.436138153,1.209640503,-1.8438797,-3.745174408,192.0890656,187.134079,161.2363281,155.5172577,125.9758759
7/21/2019 2:59,38.4727478,0.127923489,0.133472681,1.984977722,1.681613922,0.121480227,0.107830763,1.396560669,1.192855835,-0.885055542,-2.755474091,192.1481934,189.7640686,162.2330322,155.0307159,127.5713425
7/21/2019 3:59,108.8024902,0.103378296,0.103080273,1.544094086,1.422691345,0.069230795,0.068116188,1.358890533,1.13363266,3.829502106,2.288032532,191.4702606,190.9070435,163.2880859,143.9919434,128.8889008
7/21/2019 4:59,111.9619751,0.097006559,0.093489885,1.375293732,1.202964783,0.08097887,0.076627731,1.310920715,1.117706299,4.172088623,2.95941925,188.7904053,191.1710815,162.3445892,143.856781,128.6887207
7/21/2019 5:59,129.8596191,0.09675622,0.096094608,1.392269135,1.16443634,0.071966648,0.069725513,1.386928558,1.139354706,5.40707016,4.476974487,188.0771484,191.2246857,164.7302399,143.6142578,128.8452301
7/21/2019 6:59,161.5692444,0.108218193,0.107681751,1.507377625,1.368236542,0.081592798,0.08071661,1.338577271,1.129674911,6.992385864,6.22977066,188.3497925,190.0452576,168.8197937,143.3445892,128.706604
7/21/2019 7:59,179.2722473,0.117373466,0.118601322,1.606369019,1.483631134,0.0893116,0.086522102,1.36013031,1.133441925,7.614753723,7.007980347,188.1556091,192.3875732,172.3719025,143.6941223,128.8812256
7/21/2019 8:59,180.1927795,0.123643875,0.124281645,1.591396332,1.552295685,0.082015991,0.083947182,1.380825043,1.147556305,7.583545685,7.010532379,187.8043213,189.9832916,172.5980225,143.4918518,128.8919067
7/21/2019 9:59,179.9098511,0.132387877,0.131511688,1.682090759,1.637744904,0.088429451,0.087612867,1.369380951,1.149177551,7.60452652,7.018280029,187.8606415,192.1932373,172.1500244,143.5275116,128.7471771
7/21/2019 10:59,179.9170837,0.128626823,0.129771233,1.693820953,1.640605927,0.082826614,0.084275007,1.352596283,1.15404129,7.628749847,7.041526794,188.5413055,191.4777985,171.964035,143.6457367,128.7963104
7/21/2019 11:59,178.4224854,0.132673979,0.135105848,1.687049866,1.65643692,0.082403421,0.080609322,1.321697235,1.123905182,7.602882385,7.012821198,188.3439331,192.0409241,172.0555267,143.9123383,128.9817047
7/21/2019 12:59,178.8451843,0.133907795,0.135344267,1.746845245,1.642036438,0.082987547,0.087928772,1.329708099,1.142692566,7.623077393,7.004619598,188.3061066,191.7591705,172.1618652,143.5225983,128.6578979
7/21/2019 13:59,133.5780945,0.121802092,0.121414661,1.715564728,1.575756073,0.081825256,0.077325106,1.32188797,1.12991333,5.755901337,5.083202362,187.2403107,189.7705536,164.8326111,143.7270813,128.8333588
7/21/2019 14:59,178.9364929,0.150597095,0.150692463,2.042961121,2.008628845,0.088602304,0.0854671,1.326465607,1.160430908,7.600879669,6.958152771,188.8133698,191.6595459,172.3790588,143.7563477,129.0783081
7/21/2019 15:59,163.4553833,0.132220984,0.132846832,1.895523071,1.721954346,0.089037418,0.089883804,1.31444931,1.131248474,7.016586304,6.404495239,188.0735474,190.3937378,169.3367615,143.5430908,128.9580383
7/21/2019 16:59,120.1152954,0.123804808,0.123775005,1.712703705,1.661205292,0.072520971,0.069898367,1.313209534,1.155662537,5.151412964,4.269672394,187.1139069,190.7167053,162.9794006,143.418457,128.4951935
7/21/2019 17:59,148.3696594,0.132393837,0.133341551,1.807022095,1.811027527,0.077241659,0.074368715,1.284599304,1.139545441,6.472587585,5.700469971,187.8201447,191.0380554,166.9233398,143.640274,128.6416473
7/21/2019 18:59,147.21875,0.130534172,0.133103132,1.806259155,1.803302765,0.07379055,0.077259541,1.275157928,1.148796082,6.334590912,5.661346436,187.27034,191.173172,166.8794556,143.542099,128.692215
7/21/2019 19:59,161.1734924,0.134992599,0.136351585,1.807498932,1.828670502,0.074189901,0.07635355,1.288032532,1.157093048,7.04605484,6.318378448,187.7777863,191.5943146,169.1860657,143.4620361,128.7106934
7/21/2019 20:59,162.6793823,0.133955479,0.134855509,1.763153076,1.710128784,0.077587366,0.076645613,1.273441315,1.129055023,7.107662201,6.430267334,187.4791412,191.8169098,168.4562836,143.691864,128.6567993
7/21/2019 21:59,160.9024048,0.132322311,0.133037567,1.746273041,1.797676086,0.074964762,0.078171492,1.262187958,1.131248474,7.022594452,6.382797241,187.2347565,190.5940857,167.5643921,143.4773102,128.625824
7/21/2019 22:59,183.3002319,0.140041113,0.13872385,1.892757416,1.895141602,0.088536739,0.086683035,1.268959045,1.173496246,7.737014771,7.150291443,187.7529449,192.5106812,172.9071655,143.4413147,128.817627
7/21/2019 23:59,136.4787598,0.130152702,0.130325556,1.682472229,1.694774628,0.085657835,0.076651573,1.240825653,1.114654541,5.981563568,5.31287384,186.5054474,189.9640045,164.6764984,143.5028229,128.5655823
7/22/2019 0:59,127.5931091,0.131917,0.131869316,1.637077332,1.658535004,0.079548359,0.079274178,1.288700104,1.142311096,5.598640442,4.861785889,186.5796661,191.1275024,163.6001587,143.409668,128.5905914
7/22/2019 1:59,108.2869263,0.130146742,0.130552053,1.592922211,1.654243469,0.077402592,0.070798397,1.249885559,1.123523712,4.280807495,3.360080719,186.7555542,191.3982086,162.1163025,143.6562805,128.7429047
7/22/2019 2:59,129.9531555,0.133693218,0.133961439,1.637744904,1.676177979,0.076305866,0.068342686,1.27248764,1.113033295,5.533718109,4.83241272,186.7875214,191.6687622,164.8132172,143.8274994,129.0710602
7/22/2019 3:59,126.927002,0.132244825,0.132852793,1.650905609,1.653766632,0.075435638,0.074493885,1.249885559,1.136207581,5.38067627,4.732704163,186.7748566,191.7216492,164.0116882,143.6897736,129.154068
7/22/2019 4:59,128.5681763,0.13705492,0.134915113,1.608943939,1.672267914,0.084656477,0.078326464,1.2758255,1.116275787,5.457473755,4.875492096,186.7918243,191.4066467,164.5292969,143.8084106,128.9698792
7/22/2019 5:59,186.7646484,0.139319897,0.141477585,1.847648621,1.841640472,0.091469288,0.087052584,1.274871826,1.144599915,7.76758194,7.399703979,185.9114075,192.8414764,173.2336121,143.3626556,128.5712585
7/22/2019 6:59,186.3708801,0.144577026,0.145405531,1.820659637,1.829910278,0.085371733,0.087922812,1.354598999,1.163387299,7.75377655,7.610012054,186.230957,192.6626129,172.3981628,143.4707947,128.6608276
7/22/2019 7:59,186.6900024,0.139904022,0.141078234,1.802349091,1.835155487,0.0854671,0.081115961,1.379299164,1.161670685,7.711147308,7.670879364,186.2867432,191.5143127,172.2378235,143.4113159,128.6003418
7/22/2019 8:59,186.0028076,0.139087439,0.141918659,1.766586304,1.838302612,0.084358454,0.083833933,1.361465454,1.142978668,7.782745361,7.75189209,186.3158875,192.7087555,171.4745483,143.3005981,128.6405792
7/22/2019 9:59,184.433197,0.14013052,0.141602755,1.822376251,1.810836792,0.08585453,0.082361698,1.353549957,1.149559021,7.779193878,7.730747223,186.1691284,192.7228699,171.184433,143.4117279,128.8683319
7/22/2019 10:59,183.4223328,0.143700838,0.146156549,1.841259003,1.866817474,0.081026554,0.079023838,1.32522583,1.130390167,7.804561615,7.725524902,186.790451,190.8342133,170.5792542,143.6609192,128.8793488
7/22/2019 11:59,182.6665649,0.141000748,0.144082308,1.841163635,1.898288727,0.081080198,0.081908703,1.354408264,1.151752472,7.721782684,7.606933594,186.4259186,192.4639893,171.008255,143.8041534,129.0493011
7/22/2019 12:59,182.9713135,0.14193058,0.14384985,1.84135437,1.875019073,0.093644857,0.096064806,1.325893402,1.140117645,7.725166321,7.58707428,186.9818268,192.1479187,171.2741699,143.9087524,129.1217346
7/22/2019 13:59,181.9187927,0.142991543,0.145000219,1.831531525,1.836109161,0.081533194,0.080525875,1.290988922,1.179790497,7.76121521,7.597232819,186.8078461,192.3600006,171.0288239,143.9120636,129.1723328
7/22/2019 14:59,180.1450806,0.141131878,0.142782927,1.882648468,1.88331604,0.077438354,0.076770782,1.305103302,1.170063019,7.850719452,7.702064514,186.2018738,191.4512024,169.2723846,143.2984314,128.3212128
7/22/2019 15:59,180.2345276,0.146365166,0.148737431,1.829814911,1.802444458,0.088691711,0.083118677,1.303482056,1.164150238,7.769798279,7.297561646,187.7792969,191.9699707,171.0604706,144.0319824,129.1448669
7/22/2019 16:59,180.3827515,0.140470266,0.139957666,1.722240448,1.70955658,0.087034702,0.081855059,1.298141479,1.187992096,7.688617706,7.044506073,188.1584473,190.7484283,172.3748779,143.7868652,129.0493774
7/22/2019 17:59,180.9988708,0.130689144,0.13255477,1.684474945,1.644802094,0.084644556,0.082290173,1.331043243,1.208400726,7.664848328,6.965301514,188.9614563,191.2326202,173.3910828,143.7126465,129.0587769
7/22/2019 18:59,182.6448059,0.122904778,0.124049187,1.651000977,1.61190033,0.083428621,0.078678131,1.326560974,1.194095612,7.669567108,6.914829254,188.5987091,190.6377716,173.6056671,143.6383972,128.9109955
7/22/2019 19:59,182.5678101,0.117856264,0.118678808,1.690673828,1.532173157,0.084125996,0.083506107,1.349258423,1.194763184,7.682132721,6.89308548,189.3117065,190.1320496,173.9564514,143.6446838,128.868988
7/22/2019 20:59,181.8999023,0.116485357,0.117653608,1.664352417,1.593971252,0.085383654,0.081396103,1.342201233,1.201725006,7.721710205,6.861541748,189.2593079,191.1823425,173.7603912,143.0889282,128.8327026
7/22/2019 21:59,178.5270996,0.105732679,0.107800961,1.661586761,1.416969299,0.086069107,0.084167719,1.323699951,1.199626923,7.655216217,6.759952545,189.0057831,190.3250275,173.0752563,142.9656982,128.1052704
7/22/2019 22:59,165.2470703,0.097334385,0.101423264,1.722049713,1.470184326,0.094091892,0.091505051,1.31483078,1.18303299,7.116844177,6.159828186,190.0994568,191.3734436,171.4283905,144.1418762,129.2326965
7/22/2019 23:59,181.4667053,0.10881424,0.10997057,1.68390274,1.533126831,0.078654289,0.077235699,1.328277588,1.184654236,7.702445984,6.729579926,191.456131,190.052063,174.220932,143.9468079,129.3527069
7/23/2019 0:59,182.0046082,0.104677677,0.106608868,1.671600342,1.510715485,0.093483925,0.091451406,1.368427277,1.221084595,7.604385376,6.63061142,191.0417633,191.7136688,175.1045685,143.7144928,129.2348633
7/23/2019 1:59,182.190155,0.105696917,0.105887651,1.728534698,1.532936096,0.086706877,0.080239773,1.339054108,1.209068298,7.623744965,6.600833893,190.940918,191.3580933,174.8601685,143.655426,129.2697601
7/23/2019 2:59,181.5422058,0.103545189,0.105154514,1.7537117,1.546669006,0.092154741,0.091660023,1.342105865,1.223564148,7.621025085,6.555103302,191.038269,191.4057922,174.5971069,143.5591431,129.1151733
7/23/2019 3:59,180.567749,0.106215477,0.105559826,1.716709137,1.521492004,0.082588196,0.080144405,1.358699799,1.219558716,7.684684753,6.586074829,190.7066803,190.3830566,173.9781342,143.0584564,128.3510437
7/23/2019 4:59,181.0168457,0.106006861,0.107002258,1.797008514,1.580715179,0.088405609,0.0831604,1.39131546,1.23758316,7.611701965,6.49924469,191.5242157,190.4897919,174.5048676,143.1345367,128.3688354
7/23/2019 5:59,180.5848389,0.107187033,0.108546019,1.73997879,1.550579071,0.084060431,0.078475475,1.362705231,1.224517822,7.524585724,6.400871277,192.0088959,190.7220612,174.9878693,143.5763702,128.7468262
7/23/2019 6:59,179.4314575,0.102227926,0.104022026,1.775074005,1.511096954,0.092625618,0.087809563,1.363563538,1.24502182,7.583690643,6.387733459,192.2336578,190.4221344,174.7798767,143.9464111,129.3164825
7/23/2019 7:59,179.1378479,0.102931261,0.104504824,1.746845245,1.502132416,0.086343288,0.085186958,1.390075684,1.277828217,7.570243835,6.364227295,192.0230713,189.5320129,174.0654297,143.3182068,128.5548248
7/23/2019 8:59,178.3611145,0.099760294,0.102126598,1.748847961,1.459217072,0.086134672,0.082528591,1.375102997,1.270484924,7.526325226,6.278968811,192.6881561,189.8215027,173.8640747,143.1333313,128.3923798
7/23/2019 9:59,178.1231079,0.092184544,0.092405081,1.545333862,1.394939423,0.083512068,0.085729361,1.405525208,1.243591309,7.496952057,6.217430115,193.106781,190.12146,174.6411591,143.6986694,129.2764893
7/23/2019 10:59,177.403717,0.095885992,0.097215176,1.6664505,1.455974579,0.095117092,0.088775158,1.428222656,1.251506805,7.451774597,6.18195343,193.1249847,189.7153778,174.0831299,143.3047943,128.7057648
7/23/2019 11:59,177.4874878,0.101518631,0.102782249,1.778697968,1.60074234,0.089222193,0.093585253,1.397705078,1.229095459,7.444763184,6.127212524,193.3692932,189.7875214,174.3266907,143.3489532,128.8974762
7/23/2019 12:59,176.7610168,0.103342533,0.103861094,1.776695251,1.6248703,0.084835291,0.087082386,1.359844208,1.259231567,7.483791351,6.125759125,193.4217224,189.8593292,173.5865173,143.046402,128.302124
7/23/2019 13:59,175.6696777,0.104987621,0.106996298,1.75409317,1.535987854,0.086891651,0.083136559,1.403808594,1.254653931,7.479454041,6.045196533,194.2144928,190.0686646,174.2327423,143.6506958,128.9176331
7/23/2019 14:59,175.7654724,0.102490187,0.100266933,1.724052429,1.495552063,0.088971853,0.085967779,1.367950439,1.275444031,7.413005829,5.966949463,194.5650787,189.6526031,174.4379578,143.603302,128.9354553
7/23/2019 15:59,176.1836243,0.088441372,0.0880301,1.439762115,1.23758316,0.088620186,0.084173679,1.388168335,1.278591156,7.257080078,5.939247131,195.1262512,189.3377686,175.0694885,143.485321,128.5906372
7/23/2019 16:59,176.0820007,0.105112791,0.106090307,1.696395874,1.464271545,0.08803606,0.086647272,1.393222809,1.283550262,7.263587952,5.919147491,194.5466003,189.7102203,174.7798004,143.6490326,128.8208923
7/23/2019 17:59,175.5687256,0.106912851,0.107645988,1.760292053,1.569747925,0.082707405,0.081896782,1.369380951,1.293563843,7.241535187,5.882572174,194.6945953,189.7485657,174.7831879,143.5464783,128.6668854
7/23/2019 18:59,175.1541748,0.105923414,0.106203556,1.775455475,1.577663422,0.089913607,0.088655949,1.39093399,1.273059845,7.258560181,5.899261475,194.3563843,189.3916626,174.3022461,142.8096466,128.1405334
7/23/2019 19:59,175.6758118,0.10433197,0.104695559,1.78604126,1.576423645,0.088816881,0.088387728,1.365089417,1.292228699,7.187606812,5.841781616,194.7896423,187.5922699,174.9500122,143.4877777,128.6651459
7/23/2019 20:59,175.8057556,0.105029345,0.104933977,1.739311218,1.57623291,0.083428621,0.079876184,1.371383667,1.28288269,7.258201599,5.843139648,195.0184021,189.9385071,174.9618225,143.7104797,128.6856689
7/23/2019 21:59,175.5473328,0.104022026,0.103777647,1.783275604,1.581382751,0.091296434,0.084972382,1.356983185,1.269817352,7.21244812,5.784179688,194.9140015,188.8994446,175.2179718,143.4685974,128.8742065
7/23/2019 22:59,175.8892517,0.10496974,0.105774403,1.772403717,1.580047607,0.081855059,0.081145763,1.352405548,1.294994354,7.198287964,5.776641846,195.5915375,189.4568939,175.6047974,143.457901,128.591507
7/23/2019 23:59,170.0241089,0.103116035,0.103402138,1.796913147,1.604652405,0.088793039,0.089383125,1.369953156,1.293754578,7.109069824,5.639743805,194.8199463,189.5488434,174.5479431,143.4124908,128.5880737
7/24/2019 0:59,175.9113159,0.109177828,0.109153986,1.787090302,1.597881317,0.092488527,0.09137392,1.455783844,1.309013367,7.255912781,5.661083221,195.6080627,189.1738586,175.5496521,143.1993103,128.3091125
7/24/2019 1:59,158.3589172,0.093185902,0.096601248,1.687145233,1.447296143,0.091534853,0.092762709,1.372241974,1.269340515,6.539199829,4.953529358,195.9591675,188.6479797,173.0902252,143.8950348,128.8948975
7/24/2019 2:59,175.2535095,0.111013651,0.114023685,1.805114746,1.536273956,0.09355545,0.088953972,1.376914978,1.297283173,7.270622253,5.553199768,196.4436798,189.1076965,176.2385101,143.0063477,128.5171356
7/24/2019 3:59,175.5304565,0.115281343,0.11742115,1.792812347,1.57623291,0.088238716,0.084537268,1.394367218,1.319980621,7.298301697,5.552482605,196.4335022,190.1495819,176.5164337,143.6047974,128.952713
7/24/2019 4:59,152.9490662,0.103616714,0.104993582,1.692676544,1.434421539,0.077599287,0.076061487,1.344680786,1.306152344,6.526161194,4.689861298,196.2524109,188.7980499,171.5817871,143.3101654,128.455719
7/24/2019 5:59,176.3876038,0.121510029,0.123620033,1.865291595,1.570701599,0.090414286,0.084346533,1.361083984,1.320075989,7.489776611,5.444740295,196.1802368,189.8702087,176.2638397,143.8904114,128.9179535
7/24/2019 6:59,175.7998352,0.115305185,0.11562705,1.765537262,1.547145844,0.088167191,0.085228682,1.390266418,1.350021362,7.525230408,5.439090729,196.7006683,189.9126587,176.0623779,143.9485931,129.121933
7/24/2019 7:59,176.0339661,0.115054846,0.115674734,1.782894135,1.565551758,0.090104342,0.0846982,1.402950287,1.335048676,7.527233124,5.493782043,196.8324127,189.5806885,175.8335266,143.7624054,128.8460541
7/24/2019 8:59,0.081604004,0.003618002,0.003653765,0.432491302,0.424098969,0.002479553,0.00231266,0.807857513,0.369262695,-20.15359497,-22.45140076,118.846138,118.5423508,103.7370758,105.7645035,99.24190521
7/24/2019 9:59,97.4335022,0.197374821,0.198662281,3.124523163,3.057670593,0.077903271,0.071924925,1.23052597,1.16891861,3.404472351,-0.53250885,202.5930786,188.0439758,163.1373138,144.5871124,129.7687073
7/24/2019 10:59,176.5520325,0.22072196,0.221014023,3.08599472,3.087615967,0.094658136,0.086081028,1.165962219,1.164245605,7.979892731,4.453277588,199.1335754,190.5862274,175.8944702,143.5844879,128.802475
7/24/2019 11:59,176.5467834,0.205999613,0.208884478,2.854061127,2.852630615,0.095546246,0.082290173,1.337337494,1.22051239,8.050251007,4.755355835,196.9530945,189.5499878,174.513504,143.2951508,128.4712067
7/24/2019 12:59,176.9272766,0.217366219,0.219458342,2.830314636,2.871513367,0.089538097,0.080096722,1.364994049,1.194858551,8.103370667,4.946876526,197.1380157,189.6014557,174.5540161,143.4216309,128.5796356
7/24/2019 13:59,177.0145264,0.229030848,0.229537487,2.809524536,2.937507629,0.093567371,0.082677603,1.414299011,1.220607758,8.074401855,5.071212769,196.4286194,190.1981659,174.9269409,143.8694611,129.0346832
7/24/2019 14:59,176.9059753,0.231826305,0.234186649,2.820682526,3.034114838,0.086897612,0.082856417,1.393127441,1.238059998,8.071876526,5.134605408,195.7254944,189.79245,174.2983551,143.4084625,128.4954224
7/24/2019 15:59,177.4176636,0.237619877,0.237745047,2.850437164,3.072834015,0.086563826,0.079894066,1.361560822,1.234340668,8.072875977,5.185676575,196.1236115,189.1530609,175.1272125,143.8714752,129.1890106
7/24/2019 16:59,177.4290161,0.240403414,0.239032507,2.840137482,3.088855743,0.089657307,0.082248449,1.349067688,1.239013672,8.142780304,5.251003265,195.7826996,189.3426514,174.7875977,143.4069214,128.4948883
7/24/2019 17:59,177.5957642,0.241994858,0.242388248,2.787971497,3.098583221,0.089746714,0.083762407,1.38130188,1.206874847,8.089805603,5.24489975,195.5322876,189.2943573,175.1143799,143.8084259,128.9264679
7/24/2019 18:59,178.7225037,0.243902206,0.245165825,2.832984924,3.153133392,0.096917152,0.086957216,1.341915131,1.202964783,8.145236969,5.304695129,195.0735626,189.859726,174.9450378,143.3236542,128.2297668
7/24/2019 19:59,178.8777161,0.248664618,0.24895072,2.847194672,3.155422211,0.09611249,0.075477362,1.415252686,1.216506958,8.117462158,5.317901611,195.1182709,190.3135223,175.4938507,143.8623962,129.1087341
