TS,PWR1_POWER,PF1_POWER FACTOR,JAVG_CURRENT AVG,JPH1_CURRENT PH A,JPH2_CURRENT PH B,JPH3_CURRENT PH C,TIPH1_WINDING TEMP A,TIPH2_WINDING TEMP B,TIPH3_WINDING TEMP C,TTIB_MOTOR IB BRG TEMP,TTOB_MOTOR OB BRG TEMP,VTIBX_MOTOR IB BRG VIB X,VTIBY_MOTOR IB BRG VIB Y,VTOBX_MOTOR OB BRG VIB X,VTOBY_MOTOR OB BRG VIB Y
02-01-2020 07:00,307236.4375,0.873099029,48.80738449,48.49481583,49.15838623,48.66687775,130.1234283,131.4957275,128.065567,92.28352356,181.8038483,0.137766525,NaN,0.160445616,0.18701458
02-01-2020 07:10,309161.0313,0.874000013,48.85102081,48.62882233,49.33128357,48.90433502,130.1234283,131.4957275,128.054245,92.05632019,181.8152618,0.152855352,NaN,0.159918323,0.18663688
02-01-2020 07:20,308286.8438,0.874009907,48.80143356,48.45754623,49.25105286,48.69886017,130.1234283,131.4957275,128.065567,92.05632019,182.0345459,0.153270826,NaN,0.158784017,0.210408166
02-01-2020 07:30,306873.7188,0.875920832,48.59615707,48.28601074,49.04532242,48.45714569,130.3136139,131.4957275,128.065567,92.05632019,181.8038483,0.157727674,NaN,0.163468689,0.18448399
02-01-2020 07:40,305079.625,0.873128712,48.52064133,48.23414612,48.90599823,48.42178726,130.1234283,131.4957275,128.065567,92.05632019,181.6234131,0.151004642,NaN,0.166606918,0.20012404
02-01-2020 07:50,308333.9688,0.873198032,48.74414444,48.60990143,49.34868622,48.8729744,129.8947449,131.266983,127.6733704,91.82912445,181.738266,0.142819509,NaN,0.154835686,0.185406387
02-01-2020 08:00,308533.4688,0.874534667,48.89128113,48.60389709,49.34601212,48.87445831,129.6660614,130.9567261,127.3797836,91.60193634,181.8038483,0.152666509,NaN,0.174474984,0.188374296
02-01-2020 08:10,306547.1563,0.872000039,48.53630447,48.35284042,49.1588707,48.67920685,129.6660614,131.0382538,127.6083755,91.60193634,181.9431763,0.154252857,NaN,0.145824119,0.180895865
02-01-2020 08:20,308538.4063,0.87440002,48.78865051,48.54738235,49.33716583,48.84469986,129.8947449,131.4957275,128.065567,91.82912445,181.9330444,0.152666509,NaN,0.162890062,0.18701458
02-01-2020 08:30,308283.4375,0.876000047,48.76372528,48.39386368,49.16726303,48.73004913,130.3521118,131.724472,128.2941895,92.05632019,181.6828003,0.148466051,NaN,0.160296023,0.18882753
02-01-2020 08:40,306477.9063,0.873089135,48.72610092,48.32403183,49.13658905,48.68301773,130.5808258,131.9532318,128.5228119,92.05632019,181.8038483,0.162373364,NaN,0.173492968,0.205763683
02-01-2020 08:50,309468.4375,0.875485182,48.944561,48.58948898,49.46194839,49.02188492,130.6759338,132.0483551,128.5228119,92.05632019,182.0345459,0.165697113,NaN,0.162190855,0.180329308
02-01-2020 09:00,306568.9688,0.873431385,48.84100342,48.12469482,49.06159592,48.676548,130.7302856,132.1819916,128.672226,92.05632019,182.114502,0.162788838,NaN,0.169403851,0.186712414
02-01-2020 09:10,306199.8438,0.873227775,48.67072678,48.12889099,49.08730698,48.63966751,130.5808258,132.1140442,128.5228119,92.05632019,182.0345459,0.143477708,NaN,0.158747464,0.193219557
02-01-2020 09:20,307482.0938,0.874326766,48.71617126,48.30228806,49.20022964,48.82918549,130.4092865,132.0104218,128.5228119,92.05632019,181.8038483,0.152666509,NaN,0.147898063,0.186060891
02-01-2020 09:30,307963.5313,0.875800014,48.73029709,48.24663162,49.24009323,48.87617111,130.8095398,132.4107666,128.7514496,92.28352356,181.8038483,0.14521569,NaN,0.155069813,0.20049271
02-01-2020 09:40,309211.5938,0.874000013,49.16845322,48.54003525,49.54610062,49.19556808,131.266983,132.8683472,129.2453308,92.51074219,182.0345459,0.167480588,NaN,0.148851752,0.170979783
02-01-2020 09:50,309356.0313,0.875207961,48.88072586,48.27596664,49.38646698,49.04411316,131.4957275,133.3259583,129.6660614,92.73796844,182.0345459,0.165636688,NaN,0.157854572,0.180300608
02-01-2020 10:00,306868.75,0.87314707,48.70936966,48.14973831,49.23061371,48.86738205,131.4957275,133.0971527,129.6660614,92.73796844,182.0345459,0.157615274,NaN,0.178704306,0.195098221
02-01-2020 10:10,307535.6875,0.874100029,48.75499344,48.23329926,49.27556992,48.85797501,131.266983,133.0971527,129.6660614,92.73796844,181.8084106,0.148927286,NaN,0.156405732,0.187317044
02-01-2020 10:20,307010.8125,0.874117672,48.59931564,48.08299255,49.26583862,48.86122131,131.266983,132.8683472,129.4373932,92.5174942,182.0345459,0.163884163,NaN,0.174776688,0.205536604
02-01-2020 10:30,305681.375,0.872059464,48.72761917,48.06270599,49.14951706,48.8719101,131.0382538,132.8683472,129.4373932,92.51074219,182.2401276,0.163279846,NaN,0.150513619,0.188678116
02-01-2020 10:40,306591.5625,0.87500006,48.67603302,47.97933197,49.12602997,48.82579041,130.9956512,132.6395569,129.2087402,92.51074219,182.22229,0.156222314,NaN,0.168910339,0.188435763
02-01-2020 10:50,307110.8438,0.875277281,48.70638275,47.99015808,49.1871376,48.91068268,131.0382538,132.8683472,129.2087402,92.51074219,181.9820099,0.148511842,NaN,0.154403925,0.183199823
02-01-2020 11:00,307430.25,0.874470651,48.86777115,48.09399796,49.35486603,48.976017,131.4164581,133.3259583,129.6660614,92.65922546,182.0345459,0.156632349,NaN,0.146500066,0.182180032
02-01-2020 11:10,306594.1563,0.874378681,48.86930084,48.00402069,49.25411987,48.89079285,131.9532318,133.7835999,130.3521118,92.73796844,182.2652588,0.161073789,NaN,0.149629518,0.183199823
02-01-2020 11:20,306406.1875,0.875633717,48.8451004,48.08119583,49.32328033,48.93839645,132.4107666,134.2412872,130.8095398,93.19244385,182.4959717,0.15474385,NaN,0.159956098,0.200544491
02-01-2020 11:30,307693.9375,0.874811888,48.84350204,48.05404663,49.31676865,48.95465088,132.4107666,134.2412872,130.694046,93.19244385,182.2652588,0.158407524,NaN,0.1565568,0.183237597
02-01-2020 11:40,307004.8438,0.872524798,48.85936356,48.11320114,49.37160873,49.01555634,132.4107666,134.2412872,130.8095398,93.41969299,182.1647491,0.157463282,NaN,0.163439527,0.183690831
02-01-2020 11:50,307696.0938,0.87433666,48.90452957,48.1341095,49.41783905,49.03504944,132.7225494,134.6990051,131.0382538,93.6469574,182.2652588,0.149898946,NaN,0.17002964,0.194986209
02-01-2020 12:00,308244.6875,0.874534726,48.85025024,48.15000916,49.46038437,49.03717422,133.0971527,134.9278717,131.4957275,93.93723297,182.4959717,0.163472921,NaN,0.161353573,0.188298747
02-01-2020 12:10,307122.3125,0.873686314,48.67354584,48.07431793,49.37451172,48.94564056,133.3775482,135.208374,131.724472,94.10150146,182.7266846,0.159809828,NaN,0.173846483,0.193680078
02-01-2020 12:20,303001.625,0.872287154,48.15570831,47.50320053,48.71616364,48.34823608,133.7835999,135.6145477,132.1430969,94.32878876,182.4959717,0.157129779,NaN,0.160944536,0.171104446
02-01-2020 12:30,306970.5625,0.872623801,48.76762772,48.16086197,49.38928223,48.9859314,134.0124359,135.8709259,132.4107666,94.35606384,182.5236511,0.165636688,NaN,0.147476614,0.189913779
02-01-2020 12:40,306552.5938,0.872460008,48.70090866,48.00222015,49.23783875,48.94546509,134.4495392,136.2807007,132.8271637,94.55608368,182.4959717,0.160296023,NaN,0.165485471,0.199146867
02-01-2020 12:50,308495.2188,0.875860035,49.09978104,47.59072495,49.55979538,49.46629715,133.7835999,136.0723724,132.4107666,94.32878876,182.4959717,0.16411078,NaN,0.19273594,0.172518507
02-01-2020 13:00,306610.2813,0.868700027,48.82215881,47.35709381,49.43925476,49.13938904,133.5547791,136.0723724,132.6395569,94.32878876,182.4959717,0.152666509,NaN,0.149042487,0.201907068
02-01-2020 13:10,308578.25,0.876268566,48.84902573,47.68003464,49.8141861,49.44629288,133.7835999,136.3013,132.8683472,94.32878876,182.1157227,0.161638245,NaN,0.150607958,0.176196203
02-01-2020 13:20,309626.75,0.874629676,48.62126923,47.51939774,49.79550171,49.38128662,133.3259583,136.0198669,132.4107666,93.8742218,182.0874634,0.157356218,NaN,0.159106106,0.187889516
02-01-2020 13:30,307845.125,0.874000013,48.94734192,47.29050064,49.63294601,49.08935165,133.2845612,135.8434601,132.3693695,93.8742218,182.0762939,0.16411078,NaN,0.166544959,0.188395157
02-01-2020 13:40,308346.4375,0.874453723,49.04791641,47.7070961,49.95223236,49.30780029,133.6374054,136.0723724,132.722168,93.8742218,182.4126587,0.155421615,NaN,0.145345151,0.186378777
02-01-2020 13:50,307959.8438,0.876174808,49.16241455,47.83585358,50.13941574,49.4422226,134.0124359,136.3013,133.0971527,93.6469574,182.4959717,0.156481266,NaN,0.14503701,0.202288851
02-01-2020 14:00,309028.3438,0.873027802,48.97951508,47.69736481,50.02119827,49.33464813,134.0124359,136.5302277,133.3259583,93.6469574,182.4959717,0.175570309,NaN,0.163545623,0.191330329
02-01-2020 14:10,308242.7813,0.874037087,48.77685165,47.35250473,49.75756454,49.01861572,133.9782104,136.4960022,133.0971527,93.61297607,182.6921844,0.154377803,NaN,0.154948235,0.19025889
02-01-2020 14:20,309411.9688,0.876326978,49.26951218,48.04183578,50.23176193,49.53494644,134.0124359,136.3013,133.0971527,93.41969299,182.4959717,0.154592052,NaN,0.15354225,0.184213296
02-01-2020 14:30,303360.9688,0.874467313,48.18770218,46.95952225,49.2240448,48.43794632,134.2412872,136.6008301,133.3259583,93.41969299,182.4959717,0.129762724,NaN,0.144456029,0.166789383
02-01-2020 14:40,0,1,0,0,0,0,125.3927155,127.9068222,125.1874924,89.35366821,163.2919006,0,NaN,0.003814755,0.003814755
02-01-2020 14:50,0,1,0,0,0,0,122.11129,124.5030365,121.7620163,87.84793091,150.1206512,0,NaN,0.003814755,0.001795179
02-01-2020 15:00,0,0.650943398,0,0,0,0,119.489357,121.6060867,119.0946808,86.99851227,142.8626404,0,NaN,0.003814755,0.003814755
02-01-2020 15:10,0,1,0,0,0,0,117.1659241,119.2199554,116.9060516,86.37905884,137.3442993,0.003284928,NaN,0.003814755,0.003814755
02-01-2020 15:20,0,1,0,0,0,0,115.0869064,117.0072784,114.9540253,85.92511749,133.0393982,0.003814755,NaN,0.003814755,0.003814755
02-01-2020 15:30,0,1,0,0,0,0,113.2331619,115.0534821,113.2289429,85.69815826,129.4501038,0,NaN,0.003814755,0
02-01-2020 15:40,0,1,0,0,0,0,111.7233429,113.185997,111.7233429,85.47121429,126.1981735,0,NaN,0.003814755,0.001583483
02-01-2020 15:50,0,1,0,0,0,0,110.2205887,111.5882339,110.2205887,85.43091583,123.414032,0,NaN,0.003814755,0.003137369
02-01-2020 16:00,0,1,0,0,0,0,108.7164993,110.0837936,108.9443588,85.24427795,120.8560867,0,NaN,0.003814755,0.003814755
02-01-2020 16:10,0,1,0,0,0,0,107.6906509,108.829834,107.6906509,85.24427795,118.5720596,0,NaN,0.003814755,0
02-01-2020 16:20,0,1,0,0,0,0,106.4257431,107.564682,106.4257431,85.24427795,116.4940872,0,NaN,0.003814755,0.003178963
02-01-2020 16:30,0,1,0,0,0,0,105.3819046,106.5206451,105.3819046,85.01734161,114.6310806,0.002225274,NaN,0.003814755,0.003814755
02-01-2020 16:40,0,1,0,0,0,0,104.3291473,105.4676819,104.3291473,85.01734161,112.9875717,0.00015259,NaN,0.003814755,0.003814755
02-01-2020 16:50,0,1,0,0,0,0,103.4253387,104.3360062,103.4253387,85.01734161,111.3984909,0,NaN,0.003814755,0.003814755
02-01-2020 17:00,0,1,0,0,0,0,102.517067,103.443367,102.517067,84.79042053,110.0489426,0,NaN,0.003814755,0.003814755
02-01-2020 17:10,0,1,0,0,0,0,101.6294479,102.5398254,101.6294479,84.79042053,108.4608002,0.00343328,NaN,0.003814755,0.00343328
02-01-2020 17:20,0,1,0,0,0,0,100.923996,101.8342743,100.7237549,84.79042053,107.3262405,0,NaN,0.003814755,0
