timestamp,Current (A) Avg Current A,Current (A) Max Current A,Current (A) Min Current A,Torque (N·m) Avg Torque Nm,Torque (N·m) Max Torque Nm,Torque (N·m) Min Torque Nm,Speed (RPM) Avg Speed RPM,Speed (RPM) Max Speed RPM,Speed (RPM) Min Speed RPM
2025-11-05 08:49:21.633,432.5,468.0,407.0,48.17,55.29,43.79,744.07,763.62,699.72
2025-11-05 08:50:42.343,432.33,476.0,401.0,47.33,53.46,43.22,738.8,765.18,700.26
2025-11-05 08:51:51.907,451.0,503.0,402.0,47.81,54.66,43.92,742.84,763.56,701.4
2025-11-05 08:53:02.537,449.17,504.0,427.0,49.01,55.42,44.65,743.8,764.46,701.34
2025-11-05 08:54:19.247,434.43,503.0,406.0,49.12,57.7,43.98,743.56,766.62,703.02
2025-11-05 08:55:28.883,459.29,539.0,414.0,49.72,57.61,45.38,750.45,764.1,716.94
2025-11-05 08:56:39.473,465.43,539.0,420.0,49.9,57.89,45.7,748.16,763.2,707.34
2025-11-05 08:57:49.087,458.71,531.0,411.0,49.65,58.93,44.04,751.13,764.64,712.02
2025-11-05 08:58:57.703,467.43,584.0,400.0,42.11,60.76,2.04,754.83,782.28,709.08
2025-11-05 09:00:08.287,462.57,575.0,419.0,51.12,64.26,46.02,750.21,764.82,706.74
2025-11-05 09:01:16.843,467.0,574.0,415.0,50.51,61.5,45.15,749.36,765.0,707.94
2025-11-05 09:02:28.450,457.57,551.0,410.0,49.73,57.75,44.68,743.59,757.98,697.5
2025-11-05 09:03:42.013,413.33,446.0,344.0,48.22,53.6,45.07,730.44,757.26,689.58
2025-11-05 09:04:52.603,431.33,493.0,399.0,46.56,54.66,43.34,740.66,761.58,701.16
2025-11-05 09:06:03.207,432.0,509.0,391.0,47.37,56.31,44.82,743.66,759.78,701.64
2025-11-05 09:07:14.817,373.86,520.0,8.0,41.09,55.99,1.36,746.31,758.64,700.92
2025-11-05 09:08:25.427,382.29,558.0,8.0,41.55,58.01,2.98,746.85,766.8,698.76
2025-11-05 09:09:36.020,379.43,541.0,8.0,40.86,59.55,0.87,748.54,769.68,701.16
2025-11-05 09:10:44.583,377.86,521.0,8.0,40.84,56.94,0.88,747.88,760.14,698.04
2025-11-05 09:11:55.107,441.33,547.0,391.0,47.99,58.71,44.88,747.27,761.16,702.48
2025-11-05 09:13:03.617,423.33,434.0,407.0,47.75,55.65,44.41,745.98,759.78,701.16
2025-11-05 09:14:15.187,374.57,492.0,7.0,41.54,59.28,1.62,746.13,760.08,701.22
2025-11-05 09:15:25.737,367.0,489.0,7.0,41.04,57.18,2.09,747.67,768.78,689.94
2025-11-05 09:16:36.313,366.14,522.0,25.0,40.25,56.5,0.86,747.93,761.1,696.48
2025-11-05 09:17:46.910,477.29,588.0,419.0,41.4,58.52,1.2,750.62,776.7,697.98
2025-11-05 09:18:57.507,380.57,542.0,8.0,41.25,58.29,0.86,747.58,765.54,697.02
2025-11-05 09:20:06.110,361.57,499.0,8.0,40.2,56.48,0.85,748.79,763.14,700.74
2025-11-05 09:21:15.723,371.71,533.0,8.0,40.35,56.43,0.85,750.66,771.54,697.86
2025-11-05 09:22:26.310,389.71,632.0,8.0,41.26,63.12,0.92,753.81,779.16,698.58
2025-11-05 09:23:36.897,374.71,546.0,8.0,40.81,58.71,1.86,751.87,772.98,700.44
2025-11-05 09:24:45.443,377.43,537.0,8.0,40.82,58.05,0.86,752.83,775.26,698.64
2025-11-05 09:25:54.993,377.29,535.0,14.0,41.05,57.55,1.5,750.63,762.24,699.3
2025-11-05 09:27:04.560,425.0,494.0,9.0,46.42,56.1,1.58,749.08,765.72,699.06
2025-11-05 09:28:14.107,430.17,522.0,396.0,47.0,56.97,43.76,750.8,766.38,696.12
2025-11-05 09:29:24.677,435.67,537.0,393.0,47.43,56.66,43.41,747.96,764.4,695.16
2025-11-05 09:30:34.267,425.33,504.0,395.0,46.91,55.24,43.74,747.06,764.28,695.76
2025-11-05 09:31:44.883,428.0,508.0,389.0,46.99,57.02,43.99,748.28,766.56,701.94
2025-11-05 09:32:54.467,435.67,517.0,413.0,47.2,56.6,44.5,749.8,766.74,697.02
2025-11-05 09:34:03.017,425.67,441.0,412.0,47.45,54.65,44.71,742.35,763.74,701.28
2025-11-05 09:35:13.637,439.83,555.0,387.0,46.82,56.24,43.43,747.96,766.5,701.46
2025-11-05 09:36:23.213,432.5,510.0,406.0,46.77,54.3,44.13,748.57,764.04,693.24
2025-11-05 09:37:34.767,427.17,510.0,396.0,46.64,56.09,43.65,747.82,766.38,701.46
2025-11-05 09:38:45.330,428.33,523.0,401.0,46.91,55.98,43.92,749.07,765.0,699.54
2025-11-05 09:39:54.927,437.17,547.0,403.0,47.22,56.74,43.8,749.64,766.2,697.92
2025-11-05 09:41:04.507,367.29,539.0,7.0,40.54,56.79,2.52,750.45,767.64,694.32
2025-11-05 09:42:15.080,440.5,520.0,17.0,47.53,55.57,1.59,746.87,769.98,701.58
2025-11-05 09:43:24.687,448.5,510.0,422.0,47.48,57.11,44.45,744.91,763.8,697.98
2025-11-05 09:44:34.257,413.0,425.0,399.0,46.44,54.75,43.18,743.52,765.36,700.86
2025-11-05 09:45:44.773,433.83,515.0,403.0,46.77,56.3,43.46,746.81,765.18,701.1
2025-11-05 09:46:55.303,438.67,521.0,405.0,47.46,56.11,43.28,748.76,765.96,701.52
2025-11-05 09:48:05.880,433.17,533.0,398.0,46.57,56.19,42.66,749.0,764.94,700.92
2025-11-05 09:49:14.487,433.83,524.0,403.0,46.33,54.63,43.54,750.6,765.18,700.62
2025-11-05 09:50:25.037,427.0,482.0,400.0,46.78,54.01,43.92,743.09,763.74,700.86
2025-11-05 09:51:33.580,451.33,564.0,401.0,48.59,58.11,44.33,750.58,765.6,700.92
2025-11-05 09:52:57.250,449.71,532.0,411.0,44.88,61.77,22.05,740.26,765.3,699.78
2025-11-05 09:54:06.777,390.71,597.0,8.0,48.07,58.25,44.62,753.38,780.36,700.98
2025-11-05 09:55:18.373,453.29,563.0,407.0,41.97,63.79,2.87,755.24,785.76,701.34
