timestamp,Current (A) Avg Current A,Current (A) Max Current A,Current (A) Min Current A,Torque (N·m) Avg Torque Nm,Torque (N·m) Max Torque Nm,Torque (N·m) Min Torque Nm,Speed (RPM) Avg Speed RPM,Speed (RPM) Max Speed RPM,Speed (RPM) Min Speed RPM
2025-11-05 08:48:32.217,793.83,998.0,696.0,48.65,58.94,44.26,1303.38,1309.8,1286.78
2025-11-05 08:49:40.790,745.17,876.0,686.0,49.64,59.66,44.2,1296.67,1311.97,1265.32
2025-11-05 08:51:00.477,754.5,872.0,700.0,49.69,67.69,41.01,1296.91,1312.05,1268.47
2025-11-05 08:52:11.057,726.0,864.0,628.0,48.67,59.39,43.27,1291.45,1307.03,1263.15
2025-11-05 08:53:20.707,764.83,963.0,693.0,48.89,56.82,43.69,1289.64,1308.68,1249.05
2025-11-05 08:54:38.423,649.0,895.0,13.0,41.18,59.27,0.89,1291.1,1306.8,1250.47
2025-11-05 08:55:48.043,753.33,841.0,708.0,49.13,57.78,44.11,1289.9,1305.0,1242.97
2025-11-05 08:56:57.643,765.67,876.0,706.0,50.32,62.31,45.24,1288.26,1301.63,1247.93
2025-11-05 08:58:07.233,761.83,878.0,703.0,48.84,55.7,45.91,1294.81,1305.15,1256.55
2025-11-05 08:59:15.880,766.0,879.0,721.0,48.65,54.06,44.7,1294.88,1304.85,1269.22
2025-11-05 09:00:26.457,751.17,843.0,704.0,48.98,56.16,45.74,1293.07,1303.95,1255.13
2025-11-05 09:01:34.987,734.33,817.0,666.0,48.2,53.93,45.42,1287.32,1294.28,1272.22
2025-11-05 09:02:46.587,738.83,850.0,691.0,48.49,59.79,45.09,1285.32,1295.1,1255.57
2025-11-05 09:04:01.187,752.17,859.0,683.0,47.73,58.66,42.43,1278.75,1295.7,1229.32
2025-11-05 09:05:11.773,700.17,834.0,554.0,48.23,58.07,43.4,1290.22,1304.7,1258.95
2025-11-05 09:06:22.367,725.0,821.0,673.0,47.68,55.16,43.29,1294.55,1302.3,1279.88
2025-11-05 09:07:33.973,728.0,822.0,668.0,47.32,52.58,43.52,1293.41,1299.22,1283.4
2025-11-05 09:08:43.607,728.0,817.0,641.0,46.69,49.46,44.42,1289.55,1295.1,1279.28
2025-11-05 09:09:54.157,719.17,772.0,681.0,47.16,54.01,42.96,1294.55,1302.68,1274.18
2025-11-05 09:11:03.703,732.67,802.0,683.0,46.43,52.61,43.31,1293.1,1299.9,1284.9
2025-11-05 09:12:13.223,732.5,848.0,660.0,47.87,55.77,41.93,1296.47,1304.63,1286.85
2025-11-05 09:13:22.777,740.83,835.0,681.0,47.55,58.03,43.65,1296.18,1302.9,1277.93
2025-11-05 09:14:33.320,741.5,849.0,676.0,48.06,53.58,43.67,1296.16,1301.18,1288.35
2025-11-05 09:15:44.887,721.67,807.0,648.0,46.53,52.68,42.06,1296.79,1304.7,1275.07
2025-11-05 09:16:55.477,706.33,786.0,655.0,46.49,52.89,42.62,1296.19,1303.2,1277.85
2025-11-05 09:18:05.073,732.0,809.0,679.0,46.46,52.52,43.15,1294.59,1304.18,1275.22
2025-11-05 09:19:15.677,705.0,750.0,672.0,46.95,52.07,44.15,1293.73,1303.13,1273.88
2025-11-05 09:20:24.277,711.67,781.0,662.0,46.29,51.76,42.75,1296.31,1306.43,1278.97
2025-11-05 09:21:33.877,720.67,788.0,669.0,45.91,49.89,42.36,1300.25,1307.03,1288.2
2025-11-05 09:22:45.460,716.0,802.0,648.0,46.1,52.44,42.41,1304.81,1313.63,1274.63
2025-11-05 09:23:54.020,726.17,807.0,680.0,46.13,52.46,42.09,1299.79,1309.13,1274.32
2025-11-05 09:25:03.570,715.17,766.0,681.0,46.17,50.91,43.37,1299.31,1307.18,1280.93
2025-11-05 09:26:13.133,712.33,808.0,672.0,46.17,52.51,43.3,1296.64,1304.85,1286.47
2025-11-05 09:27:23.687,698.67,814.0,562.0,45.46,51.58,42.13,1301.96,1311.53,1286.32
2025-11-05 09:28:33.237,731.33,840.0,673.0,46.67,55.38,42.68,1303.13,1310.93,1291.43
2025-11-05 09:29:43.850,713.5,762.0,669.0,46.95,57.69,42.78,1298.9,1308.6,1286.78
2025-11-05 09:30:52.430,740.0,885.0,664.0,44.93,51.88,41.53,1298.83,1309.05,1280.93
2025-11-05 09:32:03.047,735.17,849.0,672.0,46.73,54.44,41.55,1303.07,1311.97,1293.15
2025-11-05 09:33:12.617,762.0,889.0,699.0,47.53,57.59,43.52,1300.95,1311.6,1286.03
2025-11-05 09:34:22.197,695.5,815.0,582.0,49.11,59.03,43.05,1291.3,1309.13,1252.2
2025-11-05 09:35:32.790,732.67,834.0,678.0,45.44,50.87,42.86,1304.56,1312.65,1293.82
