timestamp,Current (A) Avg Current A,Current (A) Max Current A,Current (A) Min Current A,Torque (N·m) Avg Torque Nm,Torque (N·m) Max Torque Nm,Torque (N·m) Min Torque Nm,Speed (RPM) Avg Speed RPM,Speed (RPM) Max Speed RPM,Speed (RPM) Min Speed RPM
2025-11-05 08:48:36.247,778.67,949.0,721.0,29.99,34.34,27.76,831.89,835.5,825.67
2025-11-05 08:49:45.840,721.67,762.0,660.0,29.99,33.06,28.62,829.0,834.38,816.22
2025-11-05 08:51:05.527,758.83,800.0,731.0,29.78,32.36,28.44,828.5,834.15,816.45
2025-11-05 08:52:15.097,722.33,760.0,660.0,29.83,32.52,28.12,827.74,831.75,819.75
2025-11-05 08:53:25.747,741.0,786.0,699.0,29.97,33.34,28.26,827.42,832.42,816.38
2025-11-05 08:54:42.467,743.17,787.0,717.0,29.29,31.0,27.82,830.14,832.65,821.03
2025-11-05 08:55:52.073,739.5,795.0,672.0,29.58,31.6,28.4,829.08,832.28,819.15
2025-11-05 08:57:01.683,744.33,776.0,716.0,29.61,31.76,28.46,828.58,830.78,821.4
2025-11-05 08:58:11.273,744.17,782.0,684.0,29.5,31.58,28.12,829.86,832.35,821.7
2025-11-05 08:59:20.917,729.5,816.0,684.0,29.34,31.22,28.02,831.04,833.85,818.78
2025-11-05 09:00:31.493,728.33,801.0,669.0,29.47,31.78,28.36,829.61,831.75,819.97
2025-11-05 09:01:40.030,773.5,833.0,745.0,30.78,32.74,29.62,824.8,826.5,817.05
2025-11-05 09:02:51.623,759.83,820.0,702.0,30.55,32.72,29.1,823.12,825.22,815.1
2025-11-05 09:04:05.220,771.83,825.0,748.0,30.57,32.6,29.14,819.75,826.8,794.85
2025-11-05 09:05:16.817,727.67,773.0,640.0,29.81,31.28,28.16,824.04,829.72,809.7
2025-11-05 09:06:27.407,770.67,923.0,657.0,30.11,32.5,28.3,826.57,828.75,820.42
2025-11-05 09:07:37.997,764.29,892.0,707.0,30.65,34.72,28.86,824.08,827.17,811.35
2025-11-05 09:08:48.650,771.14,849.0,644.0,29.77,32.56,26.26,822.91,826.35,815.17
2025-11-05 09:09:59.187,712.43,821.0,346.0,28.74,32.52,19.56,824.43,828.15,813.08
2025-11-05 09:11:07.730,743.14,788.0,677.0,27.9,31.64,16.82,829.98,844.5,825.22
2025-11-05 09:12:17.253,664.43,899.0,1.0,28.26,32.0,18.5,832.63,869.03,821.63
2025-11-05 09:13:26.813,765.33,893.0,716.0,30.15,33.88,28.34,829.15,836.17,822.53
2025-11-05 09:14:38.363,654.43,889.0,2.0,27.84,31.08,16.98,828.64,831.3,822.83
2025-11-05 09:15:48.927,777.57,988.0,685.0,29.17,34.38,23.04,823.85,829.65,808.95
2025-11-05 09:16:59.507,770.71,951.0,703.0,29.13,35.84,22.48,825.17,831.08,810.22
2025-11-05 09:18:09.107,739.14,805.0,684.0,29.61,32.42,24.64,824.73,829.95,811.5
2025-11-05 09:19:19.717,758.43,840.0,674.0,29.39,32.56,23.26,825.85,830.7,814.58
2025-11-05 09:20:28.303,747.71,873.0,649.0,29.51,33.62,24.58,824.91,830.92,810.75
2025-11-05 09:21:38.917,744.29,828.0,647.0,30.04,33.82,28.26,827.46,831.38,813.97
2025-11-05 09:22:49.497,773.43,952.0,635.0,28.2,32.24,18.8,834.14,845.17,817.35
2025-11-05 09:23:59.060,683.57,847.0,340.0,27.94,32.36,14.68,827.46,832.88,813.3
2025-11-05 09:25:08.620,776.71,903.0,707.0,29.74,32.22,26.84,827.06,831.83,812.17
