timestamp,Current (A) Avg Current A,Current (A) Max Current A,Current (A) Min Current A,Torque (N·m) Avg Torque Nm,Torque (N·m) Max Torque Nm,Torque (N·m) Min Torque Nm,Speed (RPM) Avg Speed RPM,Speed (RPM) Max Speed RPM,Speed (RPM) Min Speed RPM
2025-11-05 08:48:37.257,622.33,766.0,573.0,26.51,29.52,25.08,756.21,763.28,753.0
2025-11-05 08:49:45.840,595.33,614.0,579.0,26.55,28.2,25.6,753.4,755.4,747.83
2025-11-05 08:51:06.537,605.5,638.0,590.0,26.57,28.08,25.7,753.16,755.33,747.53
2025-11-05 08:52:16.107,595.0,618.0,583.0,26.49,27.94,25.6,753.39,754.58,751.13
2025-11-05 08:53:25.750,601.0,628.0,581.0,26.66,28.3,25.82,753.3,755.25,748.05
2025-11-05 08:54:43.473,590.67,620.0,578.0,25.94,27.22,25.36,754.64,755.55,750.83
2025-11-05 08:55:53.083,602.17,648.0,575.0,26.15,27.62,25.52,754.15,755.4,750.0
2025-11-05 08:57:02.690,595.33,638.0,576.0,26.15,27.74,25.4,754.02,754.88,751.42
2025-11-05 08:58:12.283,593.17,620.0,573.0,26.13,27.32,25.52,754.75,756.6,751.8
2025-11-05 08:59:21.930,593.0,625.0,571.0,26.14,27.56,25.38,755.14,757.2,749.85
2025-11-05 09:00:31.493,592.17,631.0,574.0,26.13,27.44,25.44,754.59,756.22,749.92
2025-11-05 09:01:41.037,575.5,594.0,558.0,25.38,26.56,24.8,747.85,748.65,744.9
2025-11-05 09:02:51.623,575.17,606.0,552.0,25.48,26.44,24.6,746.28,747.22,743.4
2025-11-05 09:04:06.227,579.83,630.0,562.0,25.52,26.62,24.88,744.27,748.72,726.97
2025-11-05 09:05:16.817,485.14,595.0,28.0,24.06,26.32,15.08,748.56,754.95,739.13
2025-11-05 09:06:27.407,503.29,635.0,30.0,25.52,28.68,22.68,750.09,754.2,745.88
2025-11-05 09:07:39.003,597.71,682.0,570.0,25.91,26.56,25.48,748.2,750.9,744.6
2025-11-05 09:08:48.650,608.29,784.0,569.0,25.13,26.48,21.86,746.49,747.9,742.2
2025-11-05 09:09:59.187,630.0,936.0,569.0,23.52,26.32,10.78,748.73,753.38,744.0
2025-11-05 09:11:08.743,512.71,669.0,39.0,24.73,26.56,18.24,750.65,757.5,748.88
2025-11-05 09:12:18.267,498.86,612.0,27.0,25.62,28.44,23.84,749.8,755.47,746.92
2025-11-05 09:13:27.817,502.43,611.0,17.0,23.53,29.3,7.96,754.59,773.47,747.67
2025-11-05 09:14:38.367,611.29,637.0,593.0,25.89,27.12,22.34,750.2,756.45,738.9
2025-11-05 09:15:49.937,536.29,595.0,319.0,24.52,25.96,18.98,747.7,748.88,742.5
2025-11-05 09:17:00.517,574.0,602.0,544.0,25.42,26.34,24.84,748.39,749.47,743.4
2025-11-05 09:18:10.120,580.0,588.0,571.0,25.77,26.28,25.52,748.14,749.25,743.17
2025-11-05 09:19:20.730,577.17,591.0,566.0,25.72,26.5,25.46,749.1,750.38,744.45
2025-11-05 09:20:30.323,575.67,599.0,558.0,25.7,26.22,25.46,748.86,750.38,744.22
2025-11-05 09:21:39.927,593.0,645.0,577.0,25.71,26.36,25.38,749.59,750.9,744.75
2025-11-05 09:22:50.507,598.5,634.0,584.0,26.37,28.28,25.64,753.21,756.15,747.15
2025-11-05 09:24:00.070,582.83,590.0,578.0,25.82,26.6,25.14,750.52,751.88,745.28
2025-11-05 09:25:08.620,581.0,653.0,555.0,25.51,26.64,24.0,749.55,751.2,745.5
2025-11-05 09:26:18.187,596.57,665.0,574.0,25.88,26.3,25.48,749.24,750.6,744.9
2025-11-05 09:27:28.737,549.57,666.0,339.0,25.43,26.24,23.3,751.67,753.45,749.1
2025-11-05 09:28:38.270,532.86,775.0,46.0,26.17,29.24,25.2,753.35,761.78,748.72
2025-11-05 09:29:48.893,606.57,740.0,571.0,26.15,26.58,25.7,749.46,751.5,742.2
2025-11-05 09:30:57.467,512.86,657.0,12.0,25.02,29.08,16.84,752.5,756.97,750.0
2025-11-05 09:32:08.090,604.0,666.0,569.0,26.32,28.98,25.44,751.59,756.3,741.9
2025-11-05 09:33:17.657,525.0,624.0,47.0,25.11,28.76,13.56,754.07,765.6,750.08
2025-11-05 09:34:27.233,580.67,603.0,558.0,26.13,26.74,25.68,748.65,752.25,737.55
2025-11-05 09:35:37.840,554.86,654.0,292.0,25.83,28.92,22.48,753.71,763.05,749.78
2025-11-05 09:36:46.400,589.0,642.0,570.0,26.49,29.34,25.56,753.21,764.03,747.97
2025-11-05 09:37:57.947,586.0,781.0,318.0,26.9,28.8,26.12,754.48,759.3,752.1
2025-11-05 09:39:08.567,601.14,689.0,582.0,25.5,26.26,22.54,750.05,753.08,743.63
2025-11-05 09:40:18.130,608.29,674.0,579.0,25.87,27.06,25.16,750.16,753.97,740.25
2025-11-05 09:41:27.703,567.29,716.0,321.0,25.42,28.6,19.24,753.38,760.28,748.13
2025-11-05 09:42:39.280,605.29,646.0,579.0,26.25,27.24,25.82,750.28,753.22,742.58
2025-11-05 09:43:47.890,505.57,622.0,25.0,23.99,28.76,8.06,753.56,773.25,741.0
2025-11-05 09:44:58.457,510.43,601.0,36.0,24.06,26.92,11.2,753.74,773.1,739.65
2025-11-05 09:46:08.980,522.29,682.0,23.0,26.3,26.88,25.76,752.28,755.92,749.33
2025-11-05 09:47:19.487,622.71,693.0,591.0,25.88,27.72,18.7,751.1,755.17,744.08
2025-11-05 09:48:29.077,518.57,657.0,6.0,26.1,26.56,25.62,752.94,756.53,750.6
2025-11-05 09:49:38.683,585.0,609.0,560.0,26.54,28.7,8.1,753.06,759.15,748.28
2025-11-05 09:50:48.220,506.86,619.0,19.0,24.79,28.66,13.2,751.54,754.35,745.8
2025-11-05 09:51:57.770,536.57,672.0,16.0,25.36,30.24,13.78,757.11,774.67,750.22
2025-11-05 09:53:21.427,607.17,618.0,591.0,26.59,27.68,25.64,752.56,754.05,746.1
2025-11-05 09:54:30.977,603.17,614.0,589.0,26.6,27.82,25.58,751.78,753.67,746.7
2025-11-05 09:55:41.547,602.0,629.0,583.0,26.42,27.62,25.44,753.12,755.85,746.1
2025-11-05 09:56:51.147,594.83,612.0,579.0,26.32,27.32,25.44,752.66,754.72,745.72
