timestamp,Current (A) Avg Current A,Current (A) Max Current A,Current (A) Min Current A,Torque (N·m) Avg Torque Nm,Torque (N·m) Max Torque Nm,Torque (N·m) Min Torque Nm,Speed (RPM) Avg Speed RPM,Speed (RPM) Max Speed RPM,Speed (RPM) Min Speed RPM
2025-11-05 08:48:35.237,448.67,551.0,395.0,18.85,19.99,17.89,715.19,718.2,709.8
2025-11-05 08:49:43.820,439.67,505.0,389.0,19.81,23.38,18.11,712.44,718.65,695.25
2025-11-05 08:51:03.510,430.17,494.0,388.0,19.28,22.95,17.3,712.19,718.42,696.53
2025-11-05 08:52:14.087,441.33,498.0,399.0,18.88,20.3,17.64,711.07,716.55,699.22
2025-11-05 08:53:23.730,451.5,531.0,403.0,19.34,21.2,18.29,710.29,716.78,694.88
2025-11-05 08:54:41.453,432.5,520.0,394.0,19.67,25.11,17.56,713.42,717.45,702.08
2025-11-05 08:55:51.067,439.33,527.0,403.0,15.65,20.07,0.52,712.19,717.08,698.85
2025-11-05 08:57:00.673,435.0,504.0,408.0,15.7,20.54,0.48,711.83,715.8,701.55
2025-11-05 08:58:10.263,440.83,536.0,397.0,16.59,20.5,4.83,712.89,716.85,700.58
2025-11-05 08:59:19.907,405.57,562.0,208.0,17.24,25.3,2.43,712.91,719.7,690.38
2025-11-05 09:00:29.487,464.57,636.0,403.0,16.52,20.96,2.3,711.51,716.33,701.33
2025-11-05 09:01:38.017,428.0,456.0,372.0,16.78,21.52,2.62,703.25,708.67,693.22
2025-11-05 09:02:49.607,474.0,621.0,428.0,16.86,22.83,0.51,703.21,709.42,690.0
2025-11-05 09:04:04.217,434.67,485.0,394.0,19.22,21.57,18.11,700.63,709.35,672.08
2025-11-05 09:05:14.793,442.67,485.0,418.0,17.54,20.53,12.45,707.24,714.67,689.92
2025-11-05 09:06:26.397,452.67,507.0,430.0,18.72,20.48,17.5,708.99,713.7,703.35
2025-11-05 09:07:36.987,388.86,496.0,13.0,16.56,20.01,2.71,708.62,711.97,704.63
2025-11-05 09:08:46.637,464.29,526.0,424.0,15.94,19.79,0.34,708.57,719.17,695.47
2025-11-05 09:09:57.173,429.83,458.0,13.0,16.9,22.35,0.8,708.85,713.4,696.3
2025-11-05 09:11:06.727,446.0,521.0,415.0,18.32,19.22,17.59,710.86,714.15,705.08
2025-11-05 09:12:16.247,435.0,476.0,396.0,19.36,25.61,17.37,709.96,715.13,702.08
2025-11-05 09:13:25.803,446.33,557.0,394.0,18.53,19.52,17.6,712.08,715.13,706.58
2025-11-05 09:14:36.350,448.0,538.0,409.0,18.73,20.29,17.92,712.51,715.5,706.42
2025-11-05 09:15:47.913,373.71,512.0,12.0,16.47,21.42,2.48,708.13,715.2,695.4
2025-11-05 09:16:58.497,368.29,520.0,12.0,16.42,21.32,2.66,709.51,715.35,698.1
2025-11-05 09:18:08.107,378.71,459.0,93.0,16.29,22.32,0.39,710.04,714.75,695.7
2025-11-05 09:19:18.703,446.71,519.0,401.0,16.7,22.02,3.01,710.05,717.3,695.17
2025-11-05 09:20:27.300,366.86,487.0,12.0,16.58,22.15,2.65,709.1,715.42,696.22
